,FMID,start,end,zip
1206,1012196,2016-10-08,2017-05-27,46802
1207,1004314,2016-06-01,2016-10-01,46805
1208,1010805,2015-10-01,2016-05-01,46805
1209,1011620,2015-05-07,2015-11-19,20877
1210,1006176,2014-05-10,2014-10-25,46975
1211,1012520,2016-06-01,2016-10-01,17233
1212,1003170,2016-05-21,2016-10-29,55410
1213,1008566,2013-05-01,2013-09-25,65251
1214,1006661,2016-01-01,2016-12-31,49503
1215,1008569,2013-03-01,2013-09-28,65656
1216,1009720,2014-05-31,2014-10-04,49053
1217,1005120,2014-06-21,2014-09-13,59715
1218,1011814,2016-01-01,2016-12-31,92503
1219,1003278,2014-05-09,2014-10-25,45631
1220,1011794,2016-05-06,2016-11-18,95542
1221,1011786,2016-04-07,2016-11-17,19958
1222,1004066,2016-05-19,2016-09-29,35071
1223,1008408,2013-05-12,2013-09-01,33410
1224,1002720,2014-05-01,2014-10-31,12561
1225,1002373,2014-05-03,2014-10-25,81040
1226,1000774,2013-04-06,2013-11-23,28054
1227,1009921,2014-06-06,2014-10-03,44108
1228,1002524,2013-05-04,2013-08-03,77833
1229,1006240,2015-05-13,2015-10-14,54631
1230,1011265,2016-05-07,2016-10-15,44022
1231,1000845,2016-06-23,2016-10-20,14454
1232,1010029,2014-05-20,2014-10-07,68361
1233,1012691,2016-04-17,2016-11-13,60134
1234,1008166,2014-01-01,2014-12-31,78628
1235,1012033,2016-05-07,2016-10-29,29440
1236,1003354,2015-05-20,2015-09-16,19947
1237,1004356,2013-05-01,2013-10-30,20007
1238,1008155,2013-01-05,2013-12-31,70047
1239,1008159,2013-01-01,2013-12-31,70047
1240,1005298,2015-06-01,2015-11-15,19144
1241,1009958,2014-06-18,2014-09-24,44721
1242,1011886,2016-05-07,2016-12-31,27834
1243,1011962,2016-05-07,2016-09-24,85234
1244,1006932,2014-07-19,2014-10-25,82718
1245,1004244,2014-05-24,2014-10-04,30540
1246,1003952,2014-04-26,2014-10-25,24340
1247,1009799,2014-06-07,2014-09-27,97027
1248,1001630,2014-05-10,2014-10-11,48624
1249,1012433,2016-07-01,2016-10-29,24555
1250,1011613,2015-05-22,2015-10-30,19702
1251,1002767,2015-06-16,2015-09-08,49636
1252,1011376,2015-03-29,2015-11-22,94131
1253,1012623,2016-05-15,2016-10-16,17327
1254,1000892,2014-06-12,2014-10-30,55336
1255,1012359,2016-10-08,2016-12-17,85301
1256,1001217,2014-06-07,2014-10-12,59330
1257,1008424,2014-05-29,2014-09-25,95963
1258,1008418,2014-05-24,2014-09-27,95988
1259,1010085,2015-05-02,2015-11-21,20769
1260,1010956,2015-05-02,2015-10-31,12801
1261,1003511,2014-05-03,2014-11-22,19038
1262,1006699,2013-06-29,2013-11-02,81601
1263,1006294,2016-06-05,2016-10-30,60626
1264,1003531,2014-06-10,2014-09-09,81601
1265,1010247,2014-06-07,2014-09-27,85501
1266,1004269,2015-05-16,2015-11-21,20007
1267,1005453,2014-05-03,2014-10-18,12078
1268,1005099,2014-06-07,2014-10-04,80401
1269,1008863,2016-01-01,2016-12-31,92102
1270,1007378,2014-07-01,2014-10-30,79109
1271,1012445,2016-05-07,2016-10-01,98620
1272,1012054,2016-05-03,2016-10-25,23103
1273,1012510,2016-03-12,2016-12-10,75218
1274,1012509,2016-04-03,2016-12-11,75231
1275,1012311,2016-06-22,2016-09-28,16412
1276,1005294,2013-07-13,2013-10-12,67735
1277,1011111,2015-05-21,2015-10-29,37072
1278,1012498,2016-10-01,2017-05-27,85338
1279,1005829,2013-05-04,2013-11-29,29445
1280,1010051,2016-06-16,2016-08-18,30703
1281,1003279,2014-06-04,2014-09-24,44102
1282,1008475,2014-06-06,2014-10-31,19128
1283,1010569,2014-01-01,2014-12-31,46526
1284,1012253,2016-05-20,2016-10-28,10924
1285,1008109,2014-06-06,2014-08-29,95667
1286,1009007,2015-06-03,2015-09-30,21212
1287,1012355,2016-05-26,2016-09-22,61111
1288,1010261,2014-06-13,2014-10-10,19803
1289,1012246,2016-05-25,2016-10-12,26354
1290,1001715,2014-07-12,2014-10-25,11206
1291,1001756,2012-07-01,2012-10-31,28771
1292,1000104,2013-01-01,2013-12-31,11217
1293,1010774,2015-01-17,2020-01-04,32550
1294,1008578,2013-04-06,2013-09-28,64137
1295,1009048,2014-05-10,2014-10-29,49417
1296,1010574,2014-06-04,2014-10-29,68803
1297,1007376,2013-01-01,2013-12-31,32408
1298,1005937,2016-05-11,2016-10-29,55744
1299,1005870,2015-06-03,2015-10-28,49504
1300,1010640,2015-04-25,2015-10-31,24015
1301,1002268,2013-07-06,2013-10-31,57747
1302,1001635,2013-07-06,2013-10-26,43212
1303,1010149,2014-05-01,2014-09-01,46530
1304,1012395,2016-07-11,2016-09-24,83530
1305,1005463,2014-06-20,2014-10-17,46989
1306,1005461,2014-06-07,2014-10-18,46952
1307,1005462,2014-06-18,2014-10-15,46933
1308,1008011,2016-04-03,2016-12-18,30312
1309,1008410,2013-03-01,2013-11-30,97528
1310,1008413,2013-12-07,2013-12-14,97528
1311,1005193,2012-05-01,2012-10-31,43023
1312,1006372,2016-07-05,2016-11-29,10031
1313,1005962,2016-05-19,2016-10-27,40202
1314,1002208,2015-06-03,2015-09-23,60030
1315,1008950,2014-01-08,2014-03-05,30017
1316,1008973,2016-06-03,2016-09-08,67530
1317,1005797,2014-04-01,2014-11-29,22066
1318,1012497,2016-06-04,2016-09-24,59401
1319,1011601,2015-06-03,2015-09-30,13027
1320,1011602,2015-06-02,2015-09-29,13219
1321,1010196,2014-07-12,2014-10-18,11713
1322,1003904,2013-08-01,2013-09-05,57430
1323,1010084,2016-06-07,2016-10-25,98532
1324,1001119,2014-04-15,2014-10-30,65804
1325,1006059,2013-05-29,2013-10-02,13601
1326,1010482,2014-07-04,2014-10-31,67879
1327,1003819,2016-05-14,2016-10-29,80631
1328,1003820,2016-01-01,2016-04-15,80631
1329,1011775,2015-11-07,2016-04-30,60614
1330,1011774,2016-05-07,2016-11-30,60614
1331,1008124,2013-06-18,2013-10-08,44685
1332,1012343,2016-01-01,2016-12-31,72701
1333,1010292,2014-01-01,2014-12-31,32399
1334,1012481,2016-05-26,2016-09-29,50841
1335,1002888,2014-05-23,2014-10-10,54941
1336,1004849,2013-03-02,2013-12-14,30309
1337,1003151,2016-05-01,2016-10-30,48116
1338,1006997,2014-06-19,2014-09-25,56484
1339,1002274,2013-05-25,2013-11-16,21212
1340,1008822,2014-01-01,2014-05-01,85614
1341,1011231,2016-05-08,2016-11-20,20770
1342,1000863,2016-05-07,2016-10-29,46135
1343,1004933,2015-06-27,2015-10-10,53129
1344,1000864,2014-06-21,2014-10-18,22973
1345,1012701,2016-06-07,2016-09-27,50129
1346,1001369,2012-03-01,2012-10-31,35462
1347,1003059,2016-05-14,2016-10-22,37745
1348,1010623,2014-05-01,2014-10-01,53220
1349,1000099,2013-01-01,2013-12-31,11222
1350,1005163,2013-05-25,2013-10-12,11944
1351,1011398,2015-01-01,2015-12-31,27405
1352,1011793,2016-05-13,2016-10-14,47240
1353,1005315,2015-05-24,2015-11-15,19132
1354,1011987,2016-06-02,2016-09-01,20711
1355,1001302,2013-05-14,2013-10-15,48838
1356,1005680,2013-07-13,2013-09-14,12083
1357,1002578,2014-01-01,2014-12-31,29609
1358,1003302,2016-01-01,2016-12-31,12834
1359,1010068,2014-05-03,2014-09-27,44837
1360,1009930,2014-06-07,2014-08-30,67045
1361,1008906,2015-05-09,2015-10-10,46143
1362,1012337,2016-04-16,2016-09-24,97030
1363,1001966,2014-05-20,2014-08-19,95948
1364,1012182,2016-01-01,2016-12-31,59812
1365,1005038,2013-06-13,2013-11-07,36451
1366,1012619,2016-06-06,2016-10-03,49616
1367,1012689,2017-01-07,2017-06-24,70116
1368,1012055,2016-07-10,2016-10-16,23063
1369,1010541,2014-05-01,2014-10-01,37387
1370,1008068,2015-04-01,2015-10-31,39501
1371,1002652,2014-06-01,2014-09-01,33707
1372,1001675,2014-06-14,2014-10-25,81230
1373,1006730,2016-04-01,2016-11-29,35976
1374,1005265,2015-01-01,2015-12-31,96701
1375,1002218,2014-01-01,2014-12-31,96712
1376,1008174,2013-06-03,2013-12-02,35553
1377,1003137,2014-05-12,2014-07-24,36606
1378,1008582,2013-04-13,2013-10-26,65255
1379,1011697,2015-01-01,2015-12-31,96727
1380,1001725,2014-05-03,2014-11-01,14075
1381,1011831,2016-06-02,2016-09-01,67878
1382,1005204,2016-05-07,2016-10-15,59840
1383,1011411,2015-05-01,2015-10-01,64644
1384,1010981,2015-05-23,2015-11-07,45011
1385,1012174,2016-06-04,2016-10-01,21074
1386,1012165,2016-05-28,2016-09-03,11946
1387,1008851,2013-06-03,2013-10-14,48212
1388,1009049,2014-01-01,2014-12-31,49896
1389,1011501,2015-07-11,2015-10-10,44304
1390,1012262,2016-06-15,2016-10-26,84058
1391,1003660,2014-06-14,2014-10-11,49740
1392,1001153,2015-05-02,2015-10-31,42701
1393,1008095,2013-06-08,2013-09-28,67058
1394,1002139,2014-06-01,2014-10-26,55032
1395,1008998,2013-05-11,2013-10-12,72432
1396,1006141,2014-04-26,2014-10-25,47112
1397,1008577,2016-04-01,2016-11-22,22801
1398,1008730,2014-04-22,2014-10-17,42765
1399,1011782,2016-07-10,2016-10-30,57033
1400,1010709,2015-06-07,2015-09-27,64057
1401,1008583,2013-05-02,2013-09-28,65667
1402,1011797,2016-05-03,2016-11-30,10567
1403,1012741,2016-06-04,2016-11-19,10706
1404,1005701,2013-07-06,2013-10-12,68901
1405,1010829,2015-05-01,2015-10-09,19040
1406,1006219,2013-07-28,2013-11-17,11221
1407,1002527,2014-03-13,2014-10-30,39401
1408,1004400,2014-07-03,2014-09-25,51023
1409,1003805,2012-01-01,2012-12-31,31036
1410,1011762,2016-01-01,2016-12-31,22835
1411,1011851,2016-05-05,2016-10-27,28904
1412,1005897,2016-05-07,2016-10-29,44240
1413,1009702,2016-11-05,2017-04-29,44240
1414,1010686,2014-08-21,2014-10-30,20169
1415,1008318,2015-05-07,2015-10-29,20137
1416,1005913,2014-06-01,2014-09-27,67060
1417,1010579,2014-06-01,2014-09-30,54843
1418,1000244,2015-05-02,2015-11-28,28786
1419,1005300,2015-05-03,2015-12-27,19147
1420,1006471,2013-05-04,2013-11-30,95448
1421,1006472,2013-06-05,2013-10-30,95448
1422,1008181,2013-06-13,2013-10-03,59101
1423,1010845,2015-03-17,2015-04-28,29208
1424,1006735,2014-05-24,2014-10-11,46173
1425,1005759,2014-01-01,2014-12-31,94102
1426,1006677,2014-06-14,2014-10-18,12547
1427,1011413,2015-05-01,2015-10-31,65775
1428,1008715,2014-01-01,2014-12-31,42701
1429,1000250,2015-04-18,2015-10-17,22473
1430,1012683,2016-06-03,2016-09-30,49444
1431,1010544,2015-01-01,2015-12-31,85710
1432,1012827,2016-01-01,2016-12-31,85718
1433,1012841,2016-01-01,2016-12-31,85715
1434,1010545,2014-04-01,2014-09-30,85737
1435,1003990,2013-01-01,2013-12-31,92543
1436,1006540,2013-03-14,2013-12-12,78204
1437,1002084,2014-06-05,2014-10-30,95501
1438,1010011,2014-07-11,2014-10-10,56136
1439,1010041,2014-06-01,2014-09-30,37034
1440,1011195,2015-05-09,2015-10-31,21120
1441,1000842,2014-06-02,2014-10-13,13350
1442,1008584,2013-04-13,2013-11-23,65041
1443,1006285,2016-04-23,2016-10-29,38632
1444,1012131,2016-05-05,2016-11-10,20170
1445,1011870,2016-05-21,2016-10-29,62948
1446,1011110,2015-05-26,2015-10-20,66434
1447,1011985,2016-06-02,2016-10-27,55719
1448,1012015,2016-04-29,2016-10-28,65668
1449,1011957,2016-01-01,2016-12-31,85635
1450,1007360,2014-07-19,2014-10-25,84501
1451,1012260,2016-01-01,2016-12-31,32643
1452,1009672,2015-06-03,2015-10-07,61032
1453,1002819,2013-06-13,2013-10-03,62249
1454,1006831,2016-05-27,2016-09-23,24465
1455,1008248,2014-06-01,2014-11-01,68901
1456,1008243,2014-04-05,2014-11-22,92346
1457,1002469,2015-06-06,2015-10-17,46322
1458,1004688,2015-05-03,2015-11-01,80129
1459,1005848,2015-05-23,2015-09-12,99737
1460,1000814,2016-01-01,2016-12-31,72205
1461,1010434,2014-01-01,2014-12-31,92103
1462,1002848,2016-05-28,2016-11-05,53705
1463,1006807,2015-06-02,2015-09-08,43026
1464,1006621,2016-06-04,2016-10-01,62049
1465,1003257,2014-05-01,2014-09-25,67063
1466,1006266,2015-06-06,2015-10-31,54634
1467,1010186,2014-05-03,2014-09-06,97124
1468,1010182,2014-05-04,2014-10-26,97124
1469,1010183,2014-07-10,2014-08-21,97123
1470,1004336,2014-06-10,2014-08-26,97124
1471,1010375,2016-01-01,2017-03-31,27278
1472,1001244,2014-05-04,2014-11-23,97219
1473,1001833,2014-05-03,2014-09-28,13142
1474,1005775,2016-01-01,2016-12-31,96771
1475,1002686,2016-06-16,2016-09-15,60141
1476,1008942,2013-05-10,2013-11-08,37214
1477,1001303,2013-01-05,2013-12-28,21740
1478,1011278,2015-01-01,2015-12-31,90014
1479,1004535,2013-05-04,2013-10-26,71901
1480,1002763,2016-05-07,2016-10-29,64068
1481,1010937,2015-05-09,2015-10-31,48446
1482,1010421,2014-05-03,2014-10-25,47902
1483,1011188,2016-05-14,2016-11-19,19958
1484,1002975,2014-03-15,2014-11-22,75605
1485,1011761,2016-05-03,2016-12-13,28752
1486,1000938,2014-04-05,2014-11-22,75069
1487,1010803,2015-05-23,2015-09-26,47630
1488,1012412,2016-05-05,2016-09-29,50265
1489,1000634,2015-05-08,2015-10-16,46808
1490,1002121,2014-06-05,2014-09-04,46342
1491,1008980,2013-05-04,2015-10-31,64040
1492,1000695,2014-05-14,2014-12-13,49423
1493,1008983,2014-05-07,2014-09-24,95023
1494,1000118,2015-04-04,2015-09-26,97213
1495,1010013,2014-05-17,2014-10-25,56341
1496,1000918,2016-01-01,2016-12-31,48842
1497,1010052,2014-09-20,2014-09-21,53033
1498,1000941,2014-06-10,2015-09-08,44907
1499,1000499,2013-03-23,2013-12-28,20653
1500,1004440,2015-04-16,2015-10-22,35401
1501,1005558,2014-05-10,2014-10-25,13077
1502,1007267,2015-05-23,2015-09-30,99603
1503,1008589,2013-07-06,2013-10-26,63383
1504,1009663,2014-05-24,2014-10-11,60430
1505,1009059,2014-06-01,2014-09-30,49640
1506,1008901,2014-05-07,2014-09-03,12090
1507,1012555,2016-05-03,2016-09-27,71801
1508,1000323,2015-06-01,2016-10-01,55343
1509,1012041,2016-06-18,2016-10-29,55343
1510,1004844,2013-04-20,2013-11-02,42240
1511,1002648,2014-06-04,2014-10-29,53032
1512,1003321,2012-05-01,2012-10-31,14843
1513,1003860,2014-03-01,2014-10-09,92101
1514,1010710,2014-01-01,2014-12-31,65483
1515,1002088,2014-06-07,2014-11-29,21207
1516,1011085,2015-04-25,2015-10-31,67740
1517,1012517,2016-01-01,2016-12-31,29306
1518,1005348,2014-05-17,2014-12-20,29306
1519,1012518,2016-06-01,2016-08-17,29306
1520,1008840,2014-06-07,2014-11-01,49747
1521,1012804,2016-01-01,2016-12-31,32776
1522,1011312,2015-06-06,2015-10-10,44236
1523,1005674,2014-05-03,2014-11-15,12534
1524,1002800,2014-06-21,2014-10-25,54016
1525,1012300,2016-06-01,2016-10-05,49426
1526,1001112,2016-01-01,2016-12-31,23235
1527,1006307,2016-06-25,2016-09-24,50548
1528,1011999,2016-05-14,2016-09-24,28078
1529,1005305,2015-06-01,2015-11-15,19140
1530,1010598,2014-05-08,2014-10-30,16652
1531,1003705,2014-01-01,2014-12-31,90255
1532,1001611,2015-05-23,2015-10-10,60142
1533,1006142,2014-07-12,2014-11-22,10451
1534,1005059,2013-05-04,2013-07-27,77340
1535,1003021,2013-06-01,2013-10-05,57350
1536,1009629,2016-05-07,2016-10-01,48357
1537,1012602,2016-01-16,2016-04-16,55350
1538,1012218,2016-02-03,2016-11-30,78634
1539,1006465,2014-05-18,2014-10-26,45208
1540,1012621,2016-06-02,2016-09-29,51445
1541,1006417,2016-04-30,2016-10-29,83402
1542,1011367,2016-06-07,2016-10-04,44511
1543,1004083,2014-01-01,2014-12-31,13357
1544,1011818,2016-05-12,2016-10-13,62702
1545,1011669,2015-05-24,2015-09-27,60629
1546,1005080,2013-05-02,2013-10-31,48444
1547,1002820,2014-04-01,2014-09-30,91932
1548,1008247,2016-05-13,2016-10-14,24348
1549,1008724,2013-04-27,2013-11-02,41051
1550,1002236,2014-06-08,2014-10-26,60618
1551,1002200,2014-06-21,2014-10-18,18969
1552,1006302,2013-05-23,2013-08-22,38751
1553,1006165,2016-11-12,2017-04-29,46202
1554,1012437,2016-01-01,2016-12-31,90301
1555,1011607,2015-01-01,2015-12-31,71302
1556,1011034,2015-05-08,2015-10-30,29349
1557,1011491,2015-01-01,2015-12-31,94122
1558,1001486,2016-05-01,2016-09-25,49643
1559,1003121,2015-01-08,2015-12-22,31093
1560,1000072,2013-01-01,2013-12-31,10034
1561,1004384,2015-06-01,2015-10-31,48846
1562,1005562,2016-05-04,2016-10-29,52240
1563,1011295,2015-06-27,2015-10-17,54559
1564,1011311,2015-01-01,2015-12-31,63901
1565,1010820,2015-05-28,2015-10-28,14617
1566,1009740,2013-10-01,2014-05-06,85248
1567,1011795,2016-01-01,2016-12-31,92603
1568,1008090,2015-01-01,2015-12-31,92862
1569,1012667,2016-06-05,2016-10-30,97212
1570,1003905,2014-06-08,2014-10-12,46219
1571,1010738,2014-11-28,2015-04-26,33037
1572,1011751,2016-06-22,2016-09-28,48214
1573,1003680,2015-05-02,2015-09-26,98027
1574,1004854,2013-06-07,2013-09-30,38843
1575,1001641,2014-05-03,2014-10-25,48847
1576,1000873,2012-04-01,2012-12-31,14851
1577,1008930,2014-01-01,2014-12-31,25168
1578,1004380,2013-07-24,2013-09-18,56142
1579,1008800,2015-06-19,2015-09-25,64109
1580,1006376,2016-08-13,2016-09-24,82633
1581,1001435,2013-05-07,2013-09-24,63755
1582,1011767,2016-04-02,2016-10-29,28779
1583,1011768,2016-11-01,2017-03-31,28779
1584,1000085,2013-01-01,2013-12-31,11372
1585,1010293,2014-07-03,2014-10-11,83001
1586,1005415,2014-06-18,2014-09-17,83001
1587,1009054,2013-05-01,2013-09-30,49866
1588,1011299,2016-06-09,2016-09-29,53215
1589,1000138,2013-05-06,2013-11-16,36265
1590,1003382,2014-01-01,2014-12-31,32209
1591,1003067,2016-05-06,2016-10-28,62650
1592,1007684,2014-06-20,2014-11-21,11433
1593,1009970,2014-05-03,2014-10-25,53545
1594,1001901,2014-06-03,2014-09-30,50208
1595,1008299,2014-03-29,2014-10-25,30143
1596,1006880,2016-05-07,2016-11-12,75951
1597,1010627,2015-01-01,2015-12-31,46260
1598,1011951,2016-06-04,2016-09-24,30549
1599,1008404,2016-06-09,2016-10-06,53549
1600,1005495,2013-06-15,2013-10-12,44047
1601,1008460,2014-05-22,2014-11-20,19107
1602,1008729,2014-05-17,2014-09-27,40299
1603,1004232,2013-06-01,2013-10-26,47130
1604,1003398,2013-06-25,2013-09-24,62052
1605,1009831,2014-03-08,2014-11-08,78332
1606,1010572,2016-01-01,2016-12-31,85338
1607,1010389,2014-01-01,2014-12-31,29455
1608,1008307,2013-04-20,2013-12-14,37601
1609,1005555,2016-05-07,2016-10-29,37683
1610,1003032,2016-05-24,2016-10-04,50131
1611,1005454,2014-05-20,2014-10-14,12095
1612,1001425,2014-06-14,2014-09-13,43031
1613,1005800,2012-06-01,2012-10-31,80534
1614,1005801,2012-06-01,2012-10-31,80543
1615,1008000,2015-05-28,2015-09-17,60431
1616,1011709,2015-05-09,2016-09-24,30236
1617,1003350,2016-05-07,2016-10-29,37659
1618,1011705,2016-05-28,2016-08-27,28561
1619,1010043,2014-04-02,2014-11-30,28117
1620,1002907,2014-01-01,2014-12-31,92252
1621,1003368,2013-07-05,2013-09-05,57717
1622,1010155,2014-01-01,2014-12-31,29461
1623,1004648,2015-06-05,2015-09-25,98033
1624,1010383,2014-06-07,2014-08-30,39206
1625,1005270,2015-01-01,2015-12-31,96734
1626,1008502,2014-01-01,2014-12-31,96734
1627,1008975,2014-01-02,2014-12-18,91367
1628,1009005,2016-01-01,2016-12-31,92806
1629,1008375,2015-03-02,2015-11-30,93720
1630,1011444,2015-01-01,2015-12-31,95051
1631,1011485,2015-04-01,2015-10-28,94063
1632,1011502,2015-01-01,2015-12-31,94115
1633,1003673,2014-01-01,2014-12-01,90710
1634,1011466,2015-05-05,2015-10-13,94080
1635,1002217,2014-01-01,2014-12-31,96814
1636,1011880,2016-05-07,2016-11-19,49001
1637,1005252,2015-01-01,2015-12-31,96819
1638,1011859,2016-05-24,2016-10-11,49646
1639,1008118,2015-01-01,2015-12-31,96822
1640,1012470,2016-06-12,2016-10-09,44111
1641,1012702,2016-01-01,2016-12-31,96743
1642,1003928,2013-03-16,2013-10-12,84741
1643,1012620,2016-06-13,2016-10-10,50447
1644,1005253,2015-01-01,2015-12-31,96814
1645,1010312,2014-04-26,2014-10-25,60901
1646,1001038,2014-04-26,2014-05-17,60901
1647,1011807,2016-04-02,2016-10-29,67205
1648,1011808,2016-04-12,2016-09-27,67206
1649,1011809,2016-05-07,2016-09-24,67037
1650,1005254,2015-01-01,2015-12-31,96707
1651,1005255,2015-01-01,2015-12-31,96819
1652,1002030,2015-05-02,2015-10-17,64114
1653,1011994,2016-06-02,2016-10-27,66112
1654,1011992,2016-06-07,2016-10-25,66102
1655,1011993,2016-06-01,2016-10-26,66101
1656,1005806,2014-05-24,2014-10-29,68847
1657,1008689,2014-06-02,2014-10-27,68847
1658,1012346,2016-01-01,2016-12-31,96740
1659,1012414,2016-06-01,2016-09-28,37055
1660,1001927,2014-06-15,2014-10-12,12944
1661,1010219,2014-06-11,2014-08-27,12944
1662,1004033,2014-01-01,2014-12-31,96743
1663,1001198,2014-05-03,2014-10-25,76244
1664,1012330,2016-05-01,2016-08-28,98626
1665,1005665,2013-01-01,2013-12-31,77565
1666,1010254,2014-06-21,2014-09-20,83101
1667,1008334,2015-06-06,2015-10-31,46755
1668,1002297,2014-05-06,2014-11-25,21209
1669,1003288,2015-05-04,2015-09-28,30144
1670,1012126,2016-05-14,2016-10-15,53140
1671,1012128,2016-10-22,2017-05-06,53140
1672,1012269,2016-06-03,2016-09-30,48380
1673,1008923,2013-07-13,2013-11-23,11218
1674,1001890,2015-01-01,2015-12-31,21666
1675,1010867,2016-06-11,2016-10-08,49508
1676,1005905,2014-06-01,2014-09-14,95452
1677,1010632,2015-04-01,2015-10-24,52632
1678,1006852,2014-04-05,2014-11-15,29020
1679,1010113,2014-01-01,2014-12-31,32309
1680,1010636,2016-04-20,2016-10-26,27021
1681,1012698,2016-04-30,2016-10-29,22485
1682,1011182,2015-05-21,2015-09-24,22314
1683,1003171,2016-05-22,2016-10-30,55409
1684,1012794,2017-03-04,2017-06-24,86401
1685,1011090,2015-05-02,2015-10-10,98346
1686,1003269,2013-01-05,2013-04-20,12402
1687,1012817,2016-05-06,2016-10-28,22315
1688,1001029,2013-07-06,2013-09-21,26537
1689,1000666,2015-06-03,2015-09-23,98033
1690,1008594,2013-05-04,2013-10-26,63501
1691,1000560,2016-06-04,2016-10-15,97601
1692,1002690,2014-07-01,2014-10-29,46534
1693,1012465,2016-04-19,2016-11-14,37923
1694,1012628,2016-05-28,2016-10-15,50138
1695,1010874,2015-04-25,2015-10-10,46901
1696,1011753,2016-01-01,2016-12-31,33928
1697,1002140,2014-06-15,2014-10-12,54455
1698,1016770,2016-10-02,2017-02-04,85051
1699,1000520,2015-05-09,2015-09-26,83634
1700,1009715,2014-01-01,2014-12-17,90034
1701,1002405,2014-05-13,2014-10-14,55947
1702,1003343,2016-07-12,2016-11-15,10460
1703,1001700,2016-05-14,2016-10-22,97850
1704,1011114,2015-05-07,2015-10-22,60525
1705,1007426,2016-05-14,2016-10-29,40031
1706,1005521,2014-01-01,2014-12-01,91941
1707,1001948,2014-05-05,2014-10-27,23224
1708,1008768,2013-04-16,2013-09-24,64037
1709,1008770,2013-05-01,2013-08-28,64067
1710,1008772,2013-05-30,2013-09-26,64076
1711,1010416,2014-01-01,2014-12-31,70503
1712,1010305,2014-01-01,2014-12-31,70394
1713,1005601,2015-01-01,2015-12-31,92653
1714,1003419,2015-01-01,2015-12-31,92677
1715,1008295,2013-05-02,2013-12-05,29560
1716,1004167,2016-06-09,2016-09-29,98125
1717,1011271,2015-01-01,2015-12-31,32726
1718,1004928,2013-01-01,2013-12-31,32055
1719,1012202,2016-05-08,2016-10-16,98155
1720,1002766,2015-06-21,2015-09-06,49653
1721,1008131,2013-06-05,2013-09-25,44094
1722,1012785,2016-06-14,2016-09-27,95602
1723,1004182,2014-06-18,2014-10-22,48362
1724,1003863,2015-05-16,2016-10-08,97034
1725,1012206,2016-06-29,2016-10-19,12946
1726,1010519,2014-01-01,2014-12-31,33853
1727,1012097,2016-06-03,2016-10-07,36278
1728,1006106,2014-06-07,2014-10-11,51360
1729,1001229,2013-05-18,2013-11-02,56501
1730,1010516,2016-10-05,2017-04-26,33908
1731,1008508,2015-01-01,2015-12-31,93285
1732,1002021,2014-01-01,2014-12-31,23228
1733,1012340,2016-01-01,2016-12-31,90712
1734,1002521,2013-06-06,2013-10-24,44107
1735,1011107,2015-06-27,2015-09-26,80226
1736,1009947,2014-06-28,2014-10-11,44107
1737,1011193,2015-06-02,2015-08-25,14750
1738,1006369,2013-06-24,2013-10-10,58458
1739,1011991,2016-06-07,2016-10-25,61046
1740,1012734,2016-01-01,2016-12-31,17603
1741,1002513,2015-05-03,2015-10-25,14086
1742,1000111,2013-07-16,2013-10-15,82520
1743,1000112,2013-07-13,2013-10-12,82520
1744,1005352,2015-11-21,2015-12-20,97401
1745,1009803,2015-02-07,2015-05-02,97401
1746,1006399,2014-05-03,2014-10-25,55949
1747,1012705,2016-05-21,2016-11-05,19446
1748,1003428,2014-05-24,2014-11-01,19050
1749,1002941,2014-06-06,2014-10-31,48906
1750,1000307,2014-06-19,2014-08-28,82070
1751,1010954,2016-04-23,2016-12-17,10538
1752,1000133,2014-05-17,2014-10-25,80521
1753,1008371,2015-01-01,2015-12-31,33301
1754,1011953,2016-01-01,2016-12-31,89134
1755,1001399,2016-01-01,2016-12-21,89134
1756,1001401,2016-01-01,2016-12-01,89131
1757,1001400,2016-01-01,2017-12-01,89135
1758,1010899,2016-06-04,2016-09-24,96130
1759,1012344,2016-05-03,2016-09-27,35803
1760,1009057,2014-06-01,2014-10-31,49076
1761,1012367,2016-07-20,2016-09-28,59044
1762,1002301,2014-01-01,2014-12-31,30553
1763,1001023,2014-01-01,2014-11-26,90260
1764,1004122,2016-07-09,2016-10-08,49064
1765,1012750,2016-04-09,2016-08-27,66044
1766,1012751,2016-05-03,2016-10-25,66044
1767,1012108,2016-07-01,2016-09-30,23868
1768,1012125,2016-06-04,2016-10-29,15201
1769,1010221,2014-06-07,2014-09-06,30046
1770,1010513,2014-04-19,2014-11-15,73507
1771,1003899,2015-01-01,2015-12-31,95454
1772,1008866,2014-06-21,2014-10-11,14482
1773,1008912,2013-07-10,2013-11-20,10456
1774,1000780,2016-05-07,2016-10-29,66048
1775,1008786,2013-05-23,2013-10-24,97355
1776,1008751,2014-05-10,2014-10-25,40033
1777,1010760,2015-05-02,2015-10-31,52753
1778,1012618,2016-05-07,2016-10-29,20175
1779,1002768,2015-06-18,2015-09-03,49654
1780,1012637,2016-06-04,2016-09-24,83467
1781,1004919,2014-05-21,2014-10-22,16851
1782,1005345,2015-05-16,2015-10-10,61032
1783,1002471,2013-06-01,2013-08-31,31709
1784,1008937,2014-01-01,2014-12-31,28645
1785,1002884,2013-07-13,2013-10-19,13032
1786,1003937,2016-01-01,2016-12-31,45211
1787,1012612,2016-04-29,2016-09-30,98531
