,FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
508,1002917,98004,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
509,1008085,98004,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,
510,1010259,68005,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
512,1008140,98226,,,,,12:00:00-08:00,17:00:00-08:00,,,,,,,,
514,1000940,44813,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
517,1011488,94002,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
518,1002064,14813,,,,,,,11:00:00-05:00,17:00:00-05:00,,,,,,
522,1011363,64012,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
523,1003956,61008,,,,,,,,,,,09:00:00-06:00,12:30:00-06:00,,
525,1008877,61008,,,,,,,,,,,11:00:00-06:00,15:00:00-06:00,,
526,1008722,56601,,,10:00:00-06:00,17:00:00-06:00,,,00:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,15:00:00-06:00,11:00:00-06:00,16:00:00-06:00
527,1001316,56601,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
529,1001533,94510,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
530,1010001,68317,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
532,1012679,60105,,,,,17:00:00-06:00,21:00:00-06:00,,,,,,,,
533,1007425,68104,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
534,1005543,84074,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
535,1008920,11214,,,,,,,,,,,,,09:00:00-05:00,16:00:00-05:00
539,1010815,71006,,,,,,,,,,,,,12:00:00-06:00,16:00:00-06:00
540,1005291,49022,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,
541,1012718,72712,,,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,
542,1010940,72712,,,,,14:30:00-06:00,19:00:00-06:00,,,,,,,,
543,1012011,40403,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,09:00:00-05:00,13:00:00-05:00
545,1005183,25411,,,,,,,14:00:00-05:00,17:00:00-05:00,,,,,10:00:00-05:00,14:00:00-05:00
546,1007371,13440,,,,,,,,,09:00:00-05:00,17:00:00-05:00,,,,
552,1011942,54923,,,16:00:00-06:00,19:30:00-06:00,,,,,,,,,,
556,1011221,72202,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
557,1002802,31639,,,,,,,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,,
559,1011447,95132,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
560,1004403,72616,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
561,1011149,80513,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
563,1010832,60402,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
564,1005173,35022,,,,,,,16:00:00-06:00,18:30:00-06:00,,,,,,
565,1010985,19930,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
568,1010111,64424,,,,,,,,,,,,,,
572,1000745,20814,,,,,07:00:00-05:00,16:00:00-05:00,,,07:00:00-05:00,16:00:00-05:00,07:00:00-05:00,16:00:00-05:00,08:00:00-05:00,16:00:00-05:00
573,1010406,20814,,,,,,,,,,,,,10:00:00-05:00,13:30:00-05:00
574,1006801,20814,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
575,1012494,18015,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,
576,1012624,52722,02:30:00-06:00,05:30:00-06:00,,,,,02:30:00-06:00,05:30:00-06:00,,,,,,
577,1005222,65556,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
579,1001460,90210,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
580,1009978,43209,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
581,1005378,57752,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,10:00:00-07:00,17:00:00-07:00,,,,
583,1005949,92315,,,08:30:00-08:00,13:00:00-08:00,,,,,,,,,,
585,1011915,82414,,,,,,,16:30:00-07:00,18:30:00-07:00,,,,,,
586,1011917,82435,16:30:00-07:00,18:30:00-07:00,,,,,,,,,,,,
589,1000700,99122,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
590,1005730,59716,,,,,17:00:00-07:00,20:00:00-07:00,,,,,,,,
591,1006345,24219,,,,,,,,,,,,,09:30:00-05:00,00:00:00-05:00
593,1008121,59911,,,,,,,,,,,10:00:00-07:00,13:00:00-07:00,,
594,1009854,59911,,,,,15:00:00-07:00,18:00:00-07:00,,,,,10:00:00-07:00,13:00:00-07:00,,
596,1006523,46220,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
598,1010217,48009,,,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00
599,1005217,85603,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
600,1011692,38652,,,,,,,,,,,07:30:00-06:00,22:30:00-06:00,,
601,1011854,93514,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
603,1011037,58501,,,16:00:00-06:00,19:00:00-06:00,,,,,,,10:00:00-06:00,13:00:00-06:00,,
605,1003954,59833,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
606,1009738,45168,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
607,1001781,59414,,,,,,,,,,,09:00:00-07:00,15:00:00-07:00,,
609,1000730,57701,,,09:00:00-07:00,15:00:00-07:00,,,09:00:00-07:00,15:00:00-07:00,,,09:00:00-07:00,15:00:00-07:00,,
610,1003085,28711,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
611,1010440,54615,,,14:00:00-06:00,18:00:00-06:00,,,,,,,09:00:00-06:00,13:00:00-06:00,,
612,1010442,54615,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
615,1000254,24060,,,,,14:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,14:00:00-05:00,,
617,1003393,74631,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
622,1001851,73010,,,,,,,,,,,07:30:00-06:00,11:30:00-06:00,,
623,1002609,24315,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
624,1010004,14219,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
626,1011911,49718,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
629,1005232,63825,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
630,1011829,15224,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
631,1001125,55917,,,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,
632,1008070,20009,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
634,1002254,47401,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
635,1005945,55431,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
636,1011784,47401,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
637,1000208,17815,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,,07:00:00-05:00,13:00:00-05:00,,
638,1002737,95136,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
639,1005883,35121,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
644,1005223,64015,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
646,1001063,30286,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
648,1008177,40509,,,15:00:00-05:00,18:00:00-05:00,,,,,,,09:00:00-05:00,14:00:00-05:00,,
649,1010000,40513,,,,,,,15:00:00-05:00,18:00:00-05:00,,,09:00:00-05:00,14:00:00-05:00,,
650,1004274,40214,,,17:30:00-05:00,20:30:00-05:00,,,,,,,,,,
651,1008789,41064,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
653,1001780,46714,,,,,15:00:00-05:00,18:00:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,
655,1006643,21230,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
656,1004074,16827,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,,,
658,1000279,33432,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
660,1010486,83702,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
662,1005231,63764,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
666,1010517,34134,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
667,1004185,34135,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,
668,1001840,83805,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
669,1011796,65203,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
670,1003632,41005,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00
672,1006833,50036,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
673,1012632,37659,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,17:00:00-05:00,,
674,1012583,72927,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
677,1001907,95415,,,,,,,,,,,09:30:00-08:00,12:00:00-08:00,,
678,1005230,65233,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
679,1005908,13309,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,,,
682,1001016,97009,,,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00
684,1000101,11219,,,,,,,08:00:00-05:00,15:00:00-05:00,,,,,,
686,1011061,53805,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
687,1012513,76665,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
691,1011174,24083,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
692,1004298,98021,,,,,,,,,12:00:00-08:00,18:00:00-08:00,,,,
695,1003353,80501,,,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,
696,1012335,80302,,,,,,,,,,,08:00:00-07:00,14:00:00-07:00,,
697,1001526,59632,,,,,,,10:00:00-07:00,15:00:00-07:00,,,,,,
700,1001773,42141,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
701,1001772,42141,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
703,1006980,65441,,,07:00:00-06:00,17:00:00-06:00,,,07:00:00-06:00,17:00:00-06:00,07:00:00-06:00,17:00:00-06:00,,,,
705,1004020,98233,,,,,,,13:00:00-08:00,18:00:00-08:00,,,,,,
710,1006524,20715,,,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00
711,1008423,22427,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
712,1006911,63334,,,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,
713,1000066,10004,,,08:00:00-05:00,17:00:00-05:00,,,08:00:00-05:00,17:00:00-05:00,,,,,,
714,1008806,42101,,,,,,,,,,,,,,
716,1008808,40422,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
718,1002171,49712,,,,,08:00:00-05:00,12:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
719,1006498,59715,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
722,1012320,34205,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
726,1008629,42240,,,06:00:00-06:00,13:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,,06:00:00-06:00,13:00:00-06:00,,
727,1000023,28078,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,09:00:00-05:00,16:00:00-05:00,,
729,1010748,37411,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
731,1003062,20148,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
732,1008830,24715,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,
735,1008401,14418,,,,,,,16:00:00-05:00,18:30:00-05:00,,,,,,
736,1003465,23112,,,,,,,,,,,10:00:00-05:00,12:00:00-05:00,,
741,1006926,65616,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
751,1003293,98337,,,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,
752,1003294,98337,,,,,,,,,,,,,10:30:00-08:00,14:30:00-08:00
754,1008611,32935,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
756,1005878,10509,,,,,09:00:00-05:00,14:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
759,1006853,64116,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
761,1006305,80920,10:00:00-07:00,16:00:00-07:00,,,,,,,,,,,,
762,1008568,65251,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
766,1001519,26330,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
767,1002700,69336,,,,,16:00:00-07:00,19:30:00-07:00,,,,,,,,
768,1011212,14605,,,11:00:00-05:00,14:00:00-05:00,,,,,,,,,,
771,1011242,15017,,,16:00:00-05:00,18:30:00-05:00,,,,,,,,,,
776,1005440,14618,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
781,1007649,63021,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
782,1007650,63021,,,,,,,15:00:00-06:00,19:00:00-06:00,,,08:00:00-06:00,17:00:00-06:00,,
785,1004480,53104,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,,
788,1008017,20136,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
789,1010604,76107,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
792,1005301,19148,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,,,
793,1005321,19103,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,,,
795,1005505,46220,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
796,1006306,80906,09:00:00-07:00,14:00:00-07:00,,,,,,,,,,,,
798,1010385,98402,,,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,
799,1008896,22815,,,,,16:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,12:00:00-05:00,,
803,1001333,68822,,,,,,,,,,,,,,
804,1006039,49007,,,,,,,,,10:30:00-05:00,14:00:00-05:00,,,,
805,1000095,10452,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,,,
806,1012744,10708,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
808,1005367,26037,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
809,1000787,26070,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
810,1001097,53005,,,,,,,,,,,07:30:00-06:00,12:00:00-06:00,,
811,1003988,60513,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
813,1006915,64628,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
814,1002166,39601,,,15:00:00-06:00,18:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,,,
815,1012726,30319,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
816,1005482,57006,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
817,1005671,97415,,,,,,,,,,,10:00:00-08:00,16:00:00-08:00,10:00:00-08:00,16:00:00-08:00
819,1012257,20018,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
822,1000100,11201,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,
826,1006584,95219,,,,,,,04:00:00-08:00,19:00:00-08:00,,,,,,
827,1002427,64113,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
829,1001086,47012,,,,,,,,,15:30:00-05:00,19:00:00-05:00,,,,
830,1005909,30041,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
831,1012171,13905,,,16:00:00-05:00,19:00:00-05:00,,,,,,,09:00:00-05:00,13:00:00-05:00,,
832,1002708,80020,,,16:00:00-07:00,19:00:00-07:00,,,,,,,,,,
833,1001751,56316,,,,,,,16:30:00-06:00,18:00:00-06:00,,,,,,
834,1005744,62353,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
835,1009737,45121,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
836,1009736,45154,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
837,1012328,53223,,,,,09:00:00-06:00,18:00:00-06:00,,,,,,,,
839,1009820,46112,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
840,1009721,48183,,,12:00:00-05:00,18:00:00-05:00,,,,,,,,,,
843,1001326,95919,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
845,1001910,97327,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
846,1006168,78520,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
847,1008924,11212,,,,,,,,,,,09:30:00-05:00,15:30:00-05:00,,
848,1008922,11212,,,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,
851,1006476,54819,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
855,1006260,12180,,,17:00:00-05:00,20:00:00-05:00,,,,,,,,,,
857,1007369,80723,,,,,,,,,,,08:00:00-07:00,10:00:00-07:00,,
858,1012625,78574,,,,,,,,,,,12:00:00-06:00,14:00:00-06:00,,
859,1008485,19096,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
860,1011923,32832,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
863,1011832,85326,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
865,1001707,26201,08:00:00-05:00,14:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,08:00:00-05:00,14:00:00-05:00,,
873,1006993,65622,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,,,
874,1002305,82834,,,,,16:00:00-07:00,18:30:00-07:00,,,,,,,,
876,1010621,32110,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
877,1000843,91502,,,,,,,,,,,08:00:00-08:00,12:30:00-08:00,,
878,1001541,98166,,,,,,,11:00:00-08:00,18:00:00-08:00,,,,,,
879,1009873,57523,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
880,1000503,28690,,,,,08:00:00-05:00,12:00:00-05:00,,,14:00:00-05:00,17:00:00-05:00,,,,
881,1012598,22015,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
886,1011402,27216,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
887,1005892,66839,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
893,1004249,78757,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
894,1008964,54840,,,,,,,15:00:00-06:00,17:00:00-06:00,,,,,,
895,1012716,54840,,,,,,,,,,,14:00:00-06:00,16:00:00-06:00,,
896,1008967,54840,12:00:00-06:00,14:00:00-06:00,,,,,,,,,,,,
897,1008969,54872,,,,,,,,,,,13:00:00-06:00,15:00:00-06:00,,
898,1006194,96013,,,,,15:00:00-08:00,18:00:00-08:00,,,,,,,,
901,1012559,12027,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
905,1004727,11233,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,,,
907,1008987,11206,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
908,1005591,11237,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00,,
909,1004730,11237,,,,,,,12:00:00-05:00,17:00:00-05:00,,,,,,
910,1002567,36033,,,06:30:00-06:00,13:00:00-06:00,,,06:30:00-06:00,13:00:00-06:00,,,06:30:00-06:00,13:00:00-06:00,,
911,1005485,53007,11:00:00-06:00,15:00:00-06:00,,,,,,,,,,,,
914,1001362,59701,,,,,,,,,,,08:30:00-07:00,13:00:00-07:00,,
915,1010322,28146,,,,,08:00:00-05:00,19:00:00-05:00,,,,,,,,
916,1010321,28159,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
918,1008380,23220,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
920,1002617,49315,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
921,1007741,65803,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
922,1010702,65689,,,,,11:00:00-06:00,16:00:00-06:00,,,,,,,,
923,1009640,84321,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
924,1004248,49601,,,08:00:00-05:00,16:30:00-05:00,,,,,08:00:00-05:00,16:30:00-05:00,,,,
925,1004299,42211,,,,,07:00:00-06:00,12:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
931,1005821,83605,,,,,15:00:00-07:00,19:00:00-07:00,,,,,,,,
937,1002174,35040,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
938,1010783,92231,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
941,1002788,36202,,,,,07:00:00-06:00,12:00:00-06:00,,,,,07:00:00-06:00,12:00:00-06:00,,
943,1003689,25268,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
945,1007348,94304,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
947,1009017,94515,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
948,1008263,32404,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
950,1002666,12723,,,,,,,,,,,,,11:00:00-05:00,14:00:00-05:00
951,1002669,12723,,,,,,,,,,,,,11:00:00-05:00,14:00:00-05:00
953,1004192,20610,,,,,,,,,,,07:00:00-05:00,12:00:00-05:00,,
954,1004193,20678,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,
955,1004194,20688,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
957,1010782,98282,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,,,
958,1008275,93010,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
959,1010081,98607,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
960,1001631,53923,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
962,1007349,95124,,,,,04:00:00-08:00,20:00:00-08:00,,,,,,,,
965,1000398,12816,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
966,1001638,83610,,,,,,,,,,,21:00:00-07:00,23:00:00-07:00,,
968,1002969,21613,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
969,1010107,53523,,,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,
973,1004233,21801,,,14:30:00-05:00,18:00:00-05:00,,,,,,,,,,
974,1000122,55412,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
977,1002674,70458,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
978,1005275,54602,,,,,,,,,16:00:00-06:00,20:00:00-06:00,08:00:00-06:00,13:00:00-06:00,,
979,1003776,95682,,,,,08:00:00-08:00,12:00:00-08:00,,,,,,,,
980,1009861,28542,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
981,1009653,41071,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
982,1006428,41001,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
983,1006429,41076,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
984,1007356,95008,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
988,1001909,13317,,,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00
991,1012183,43055,,,16:00:00-05:00,19:00:00-05:00,,,,,04:00:00-05:00,19:00:00-05:00,,,,
992,1001214,43110,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
993,1002058,14424,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
994,1002837,14424,,,13:30:00-05:00,17:00:00-05:00,,,,,,,,,,
995,1006790,97013,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
996,1007034,58324,,,,,,,17:00:00-06:00,18:30:00-06:00,,,,,,
997,1003627,71457,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
998,1011690,58335,,,,,,,,,,,09:00:00-06:00,15:00:00-06:00,,
999,1012548,97110,,,13:00:00-08:00,17:00:00-08:00,,,,,,,,,,
1000,1008796,62918,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,
1001,1012038,91303,,,,,,,,,,,09:00:00-08:00,13:30:00-08:00,,
1002,1009644,81212,,,08:00:00-07:00,13:00:00-07:00,,,,,,,,,,
1004,1009037,48360,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
1005,1004649,48187,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1009,1001397,30114,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011,1009677,28716,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1012,1005102,44702,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1013,1005101,44702,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1015,1010438,97417,,,,,16:00:00-08:00,19:00:00-08:00,,,,,,,,
1018,1003570,33904,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1019,1006963,63701,,,,,,,12:00:00-06:00,17:00:00-06:00,,,,,,
1020,1005285,63701,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1024,1004444,57501,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1027,1011930,19904,,,,,11:30:00-05:00,15:30:00-05:00,,,,,,,,
1028,1003356,83702,,,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,
1030,1010194,12206,,,,,,,11:00:00-05:00,13:30:00-05:00,,,,,,
1032,1010433,20004,,,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,
1033,1008481,65102,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,,,
1037,1004165,98122,,,,,,,,,,,,,11:00:00-08:00,15:00:00-08:00
1039,1011746,66612,,,,,07:30:00-06:00,12:00:00-06:00,,,,,,,,
1041,1004700,53718,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
1044,1006857,62901,,,,,,,,,18:00:00-06:00,21:00:00-06:00,,,,
1045,1003292,81623,,,,,10:00:00-07:00,15:00:00-07:00,,,,,,,,
1046,1005004,18407,,,11:00:00-05:00,18:00:00-05:00,,,11:00:00-05:00,18:00:00-05:00,,,,,,
1047,1011167,62901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1048,1012654,85377,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,,,
1052,1012670,50047,,,,,,,,,,,08:30:00-06:00,11:30:00-06:00,,
1057,1002693,62231,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1058,1007367,46032,,,,,,,,,,,08:00:00-05:00,11:30:00-05:00,,
1059,1008450,93923,,,09:00:00-08:00,13:00:00-08:00,,,,,,,,,,
1060,1006651,98014,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,
1061,1009038,48723,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1062,1010092,28428,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1063,1012028,29579,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,
1064,1010106,14817,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
