,FMID,start,end,zip
0,1001247,2016-11-05,2016-12-31,46140
1,1009803,2015-09-26,2015-11-14,97401
2,1001875,2016-05-28,2016-09-24,85901
3,1009023,2016-12-10,2016-12-17,23185
