FMID,start,end,zip
1009051,2014-05-03,2014-10-29,49014
1003806,2016-05-07,2016-11-12,30739
1000057,2013-06-01,2013-11-23,11209
1010298,2014-07-03,2014-09-25,49781
1012753,2016-08-03,2017-04-26,33931
1001852,2016-01-01,2016-12-31,32266
1006359,2016-04-24,2016-11-20,12508
1011153,2016-05-13,2016-09-30,47448
1010739,2016-02-20,2016-12-17,77707
1001275,2016-06-02,2016-10-06,48073
1011675,2015-05-23,2015-10-31,42320
1007999,2016-06-07,2016-09-13,50310
1001403,2015-05-02,2016-09-24,97075
1008103,2015-06-17,2015-08-26,97075
1011291,2016-05-14,2016-10-29,48182
1011041,2015-05-16,2015-10-31,47421
1010175,2016-05-01,2016-10-01,24523
1000497,2015-06-13,2015-09-26,40214
1010368,2016-05-31,2016-10-31,69345
1006161,2015-06-12,2015-09-04,48462
1010607,2016-04-09,2016-11-12,21014
1011913,2016-06-11,2016-10-08,48809
1011051,2016-05-27,2016-10-21,49615
1010227,2014-05-17,2014-09-13,19809
1011902,2016-05-28,2016-09-24,66935
1008875,2013-05-04,2013-10-26,62220
1001204,2014-06-05,2014-09-25,49021
1002917,2016-05-12,2016-10-27,98004
1008085,2013-06-08,2013-11-23,98004
1010259,2014-05-31,2014-09-20,68005
1008140,2014-06-03,2015-09-30,98226
1000940,2013-05-18,2013-10-12,44813
1011488,2015-01-01,2015-12-31,94002
1002064,2014-05-29,2014-10-30,14813
1011363,2016-06-02,2016-09-29,64012
1001316,2016-05-28,2016-10-29,56601
1001533,2014-04-24,2014-10-30,94510
1010001,2014-05-14,2014-10-01,68317
1012679,2016-06-15,2016-08-31,60105
1007425,2014-05-03,2014-09-27,68104
1008920,2013-07-07,2013-11-23,11214
1010815,2015-05-31,2015-07-26,71006
1005291,2015-07-08,2015-10-14,49022
1012718,2016-04-23,2016-10-29,72712
1010940,2015-05-06,2015-10-28,72712
1012011,2016-04-09,2016-10-31,40403
1005183,2013-04-07,2013-12-15,25411
1007371,2014-05-02,2014-11-07,13440
1011942,2016-06-07,2016-08-30,54923
1011221,2015-03-22,2015-11-22,72202
1011447,2015-01-01,2015-12-31,95132
1004403,2014-04-01,2014-10-01,72616
1011149,2016-06-25,2016-09-24,80513
1010832,2015-06-14,2015-10-25,60402
1005173,2016-06-02,2016-09-15,35022
1010985,2015-06-14,2015-08-30,19930
1010111,2014-04-26,2014-10-25,64424
1000745,2015-01-01,2015-12-31,20814
1010406,2015-01-04,2015-03-29,20814
1012494,2016-05-05,2016-10-27,18015
1001460,2013-01-01,2013-12-31,90210
1009978,2014-05-15,2014-10-30,43209
1005378,2013-07-15,2013-10-01,57752
1005949,2014-04-01,2014-09-30,92315
1011915,2016-06-09,2016-10-27,82414
1011917,2016-06-13,2016-10-24,82435
1000700,2013-06-21,2013-10-11,99122
1006345,2013-05-04,2013-10-05,24219
1008121,2014-06-07,2014-10-11,59911
1009854,2014-06-04,2014-10-15,59911
1010217,2016-05-01,2016-10-23,48009
1005217,2014-01-01,2014-12-31,85603
1011692,2016-06-04,2016-08-27,38652
1011854,2016-06-25,2016-10-29,93514
1011037,2015-06-06,2015-10-31,58501
1009738,2014-05-10,2014-12-01,45168
1000730,2015-05-16,2015-10-31,57701
1003085,2013-05-04,2013-10-26,28711
1010440,2014-05-24,2014-10-25,54615
1010442,2014-06-05,2014-09-25,54615
1002609,2014-06-01,2014-10-25,24315
1010004,2014-06-04,2014-10-22,14219
1011911,2016-06-04,2016-10-29,49718
1011829,2016-06-04,2016-11-05,15224
1008070,2014-05-04,2014-11-23,20009
1002254,2015-04-01,2015-11-28,47401
1005945,2013-06-08,2013-10-12,55431
1011784,2016-12-03,2017-03-25,47401
1000208,2016-05-28,2016-10-29,17815
1002737,2016-01-01,2016-12-31,95136
1005883,2013-06-01,2013-10-26,35121
1008177,2015-04-18,2015-10-31,40509
1010000,2014-03-22,2015-12-12,40513
1004274,2013-07-16,2013-10-29,40214
1008789,2014-05-09,2014-10-03,41064
1001780,2016-05-07,2016-10-08,46714
1006643,2016-05-07,2016-11-26,21230
1004074,2016-01-01,2016-12-31,16827
1000279,2014-10-18,2015-06-06,33432
1010517,2016-10-01,2017-04-29,34134
1004185,2013-10-16,2014-05-14,34135
1011796,2016-04-16,2016-10-29,65203
1003632,2013-05-04,2013-12-20,41005
1006833,2016-06-02,2016-10-27,50036
1012632,2016-01-01,2016-12-31,37659
1001016,2014-06-01,2014-09-07,97009
1000101,2013-07-11,2013-11-21,11219
1011061,2015-05-09,2015-10-17,53805
1012513,2016-05-07,2016-10-29,76665
1011174,2016-05-07,2016-10-15,24083
1004298,2014-06-06,2014-10-03,98021
1012002,2016-07-09,2016-10-01,58318
1012335,2016-04-02,2016-11-19,80302
1001526,2013-07-04,2013-09-26,59632
1001773,2015-04-25,2015-10-31,42141
1001772,2015-11-14,2016-04-09,42141
1004020,2016-06-09,2016-09-01,98233
1006524,2015-05-17,2015-10-25,20715
1008423,2014-04-19,2014-10-18,22427
1000066,2013-01-01,2013-12-31,10004
1008806,2013-03-16,2013-11-16,42101
1008808,2016-04-02,2016-10-29,40422
1002171,2013-04-01,2013-10-31,49712
1006498,2014-10-18,2015-04-18,59715
1012320,2016-10-01,2017-05-27,34205
1008629,2014-06-03,2014-10-30,42240
1010748,2014-01-01,2014-12-31,37411
1003062,2015-05-03,2015-11-01,20148
1008830,2015-06-05,2015-10-09,24715
1008401,2016-05-26,2016-10-27,14418
1003293,2014-05-01,2014-10-16,98337
1003294,2014-05-04,2014-10-12,98337
1008611,2013-01-01,2013-12-31,32935
1005878,2014-06-11,2014-11-22,10509
1006853,2014-05-01,2014-09-25,64116
1006305,2014-05-21,2014-10-08,80920
1001519,2013-05-12,2013-10-13,26330
1002700,2015-06-03,2015-10-21,69336
1011242,2015-06-16,2015-10-06,15017
1005440,2016-05-22,2016-10-30,14618
1008017,2014-01-01,2014-12-31,20136
1010604,2014-04-05,2014-10-04,76107
1005301,2015-06-01,2015-11-15,19148
1005321,2015-06-01,2015-11-01,19103
1005505,2014-05-03,2014-11-22,46220
1006306,2014-05-26,2014-09-29,80906
1010385,2014-05-01,2014-10-30,98402
1008896,2016-05-07,2016-11-05,22815
1001333,2013-06-06,2013-10-17,68822
1000095,2013-06-04,2013-11-26,10452
1012744,2016-05-04,2016-11-19,10708
1005367,2016-06-22,2016-09-28,26037
1000787,2016-06-25,2016-09-17,26070
1001097,2016-05-07,2016-10-29,53005
1003988,2014-06-08,2014-10-18,60513
1002166,2014-06-06,2014-09-12,39601
1012726,2016-04-16,2016-12-10,30319
1005482,2016-05-07,2016-10-29,57006
1005671,2014-05-31,2014-10-11,97415
1012257,2016-04-16,2016-12-17,20018
1000100,2013-01-01,2013-12-31,11201
1002427,2016-04-16,2016-10-29,64113
1001086,2014-05-16,2014-10-17,47012
1002708,2016-06-14,2016-09-27,80020
1009737,2014-05-08,2014-11-01,45121
1009736,2014-05-10,2014-11-01,45154
1012328,2016-06-15,2016-10-26,53223
1009721,2016-06-14,2016-08-30,48183
1001326,2014-06-14,2014-09-06,95919
1001910,2016-05-05,2016-10-27,97327
1006168,2014-01-01,2015-01-01,78520
1008924,2013-07-13,2013-11-23,11212
1008922,2013-07-12,2013-11-22,11212
1006476,2015-06-05,2015-10-30,54819
1007369,2013-06-29,2013-09-21,80723
1008485,2016-01-01,2016-12-31,19096
1011923,2016-01-01,2016-12-31,32832
1010621,2014-01-01,2014-12-31,32110
1000843,2014-01-01,2014-12-31,91502
1001541,2012-05-01,2012-10-31,98166
1009873,2016-07-07,2016-10-06,57523
1011402,2016-04-02,2016-10-29,27216
1008964,2015-06-11,2015-10-29,54840
1012716,2016-06-24,2016-10-28,54840
1008967,2016-06-27,2016-10-31,54840
1008969,2016-05-28,2016-11-05,54872
1012559,2016-06-04,2016-10-15,12027
1008987,2016-06-25,2016-11-19,11206
1005485,2014-06-02,2014-10-20,53007
1001362,2016-05-21,2016-10-08,59701
1010322,2014-06-11,2014-10-29,28146
1010321,2014-06-14,2014-10-25,28159
1008380,2013-05-07,2013-10-29,23220
1002617,2014-05-04,2014-10-25,49315
1010702,2014-04-02,2014-11-26,65689
1009640,2016-05-07,2016-10-15,84321
1004299,2015-04-04,2015-09-26,42211
1004862,2012-01-01,2012-12-31,70361
1005821,2015-05-13,2015-09-23,83605
1010783,2014-11-22,2015-04-18,92231
1002788,2012-01-01,2012-12-31,36202
1009017,2014-05-01,2014-10-31,94515
1008263,2013-01-01,2013-12-31,32404
1003561,2012-06-01,2012-10-31,31822
1002666,2015-05-03,2015-11-08,12723
1002669,2015-11-15,2016-04-17,12723
1004192,2016-05-07,2016-11-26,20610
1004193,2016-05-03,2016-11-29,20678
1004194,2016-05-05,2016-11-17,20688
1010782,2015-07-06,2015-09-28,98282
1008275,2016-01-01,2016-12-31,93010
1010081,2014-06-04,2014-10-01,98607
1001638,2013-06-01,2013-10-12,83610
1002969,2016-05-05,2016-10-13,21613
1010107,2016-06-03,2016-09-30,53523
1004233,2016-01-01,2016-12-31,21801
1002674,2014-01-01,2016-12-01,70458
1005275,2016-05-06,2016-10-29,54602
1003776,2014-05-14,2014-10-08,95682
1009861,2014-04-15,2014-08-26,28542
1009653,2014-06-07,2014-10-25,41071
1006428,2014-05-16,2014-10-24,41001
1006429,2014-05-13,2014-10-28,41076
1001909,2014-06-07,2014-10-25,13317
1012183,2016-06-03,2016-10-28,43055
1001214,2015-05-23,2015-09-26,43110
1002837,2014-06-17,2014-10-14,14424
1006790,2014-05-10,2014-10-18,97013
1003627,2014-04-26,2014-07-26,71457
1008796,2014-05-07,2014-10-22,62918
1012038,2016-01-01,2016-12-31,91303
1009644,2014-06-03,2014-10-14,81212
1009037,2014-05-04,2014-09-28,48360
1004649,2016-05-15,2016-10-16,48187
1009677,2014-05-08,2014-10-31,28716
1010438,2014-05-01,2014-09-01,97417
1006963,2014-04-17,2014-11-20,63701
1005285,2015-05-02,2015-10-31,63701
1004444,2016-05-07,2016-10-29,57501
1011930,2016-06-15,2016-09-14,19904
1003356,2016-04-16,2016-12-17,83702
1010194,2014-05-29,2014-10-02,12206
1010433,2014-04-04,2014-10-24,20004
1004165,2016-01-03,2016-12-18,98122
1011746,2016-05-11,2016-10-12,66612
1004700,2016-06-01,2016-10-12,53718
1006857,2013-05-03,2013-06-28,62901
1011167,2015-04-04,2015-11-28,62901
1012654,2016-10-07,2017-05-26,85377
1011204,2015-06-27,2015-10-31,70520
1012670,2016-06-04,2016-10-29,50047
1002693,2014-06-19,2014-09-25,62231
1007367,2014-05-03,2014-09-27,46032
1008450,2014-05-06,2014-09-30,93923
1006651,2016-05-03,2016-10-25,98014
1010092,2014-05-17,2014-10-04,28428
1012028,2016-05-05,2016-10-27,29579
1010106,2014-05-03,2014-10-25,14817
1011610,2015-05-22,2015-10-30,19808
1011740,2015-11-07,2016-03-26,27510
1004738,2014-03-22,2014-05-10,21157
1008322,2016-05-01,2016-09-01,64633
1000808,2014-05-05,2014-10-27,62016
1004415,2014-06-07,2014-09-20,89701
1002722,2016-05-16,2016-10-24,62321
1012173,2016-04-02,2016-11-19,27511
1009997,2014-06-01,2014-09-28,60013
1011489,2015-06-21,2015-10-25,14450
1003063,2015-05-03,2015-11-01,20165
1008997,2013-01-01,2013-12-31,44106
1011711,2015-01-01,2015-12-31,78213
1003143,2014-07-12,2014-10-04,80104
1011460,2015-03-11,2015-12-16,94114
1012399,2016-04-16,2016-09-17,27344
1008276,2015-06-04,2015-09-24,28602
1012444,2016-04-16,2016-12-17,28658
1011496,2015-05-07,2015-10-15,24070
1011215,2015-07-08,2015-09-02,14615
1003681,2016-05-04,2016-11-30,21228
1008732,2013-06-06,2013-09-26,42127
1010163,2014-05-10,2014-11-01,13035
1006846,2014-06-08,2014-10-12,81211
1006845,2012-06-01,2012-10-02,81212
1006847,2014-06-07,2014-10-11,81201
1005295,2015-06-01,2015-11-15,19122
1003117,2014-05-09,2014-10-31,21901
1000690,2014-07-23,2014-10-08,84720
1008436,2013-04-06,2013-10-26,64744
1012616,2016-05-07,2016-10-29,50613
1012484,2016-05-07,2016-07-30,97266
1003488,2014-04-05,2014-11-01,28906
1006849,2016-05-01,2016-09-24,75482
1011046,2015-04-24,2015-10-16,75009
1004680,2014-06-12,2014-09-25,55435
1012117,2016-06-18,2016-10-15,19807
1010090,2014-05-15,2014-10-30,45458
1012449,2016-06-03,2016-10-14,56347
1012589,2016-06-16,2016-10-13,56303
1006668,2014-05-22,2014-10-09,52214
1010399,2014-01-01,2014-12-31,17401
1009725,2014-01-01,2014-12-31,34233
1000799,2015-04-22,2015-10-31,21617
1004645,2015-06-05,2015-10-03,83226
1002374,2014-05-31,2014-09-27,57325
1008664,2014-01-01,2014-12-31,95120
1012507,2016-05-07,2016-10-29,43078
1011823,2016-10-06,2017-04-27,85225
1000798,2013-04-20,2013-10-19,66720
1004593,2013-01-01,2013-12-31,95928
1006859,2014-05-29,2014-10-01,50049
1011415,2015-05-09,2015-10-17,50616
1004643,2014-01-01,2014-12-31,39530
1012789,2016-04-16,2016-10-29,25414
1006290,2014-04-12,2014-10-25,25414
1003250,2014-06-04,2014-10-15,61920
1003837,2015-04-04,2015-11-28,29403
1004271,2016-05-05,2016-10-06,49720
1000974,2013-06-01,2013-10-26,48813
1010687,2014-11-16,2015-11-15,33952
1011689,2015-09-01,2016-04-30,28217
1012019,2016-04-02,2016-11-19,22902
1000626,2015-04-04,2015-09-26,27312
1011537,2015-04-26,2015-11-21,37408
1010325,2015-06-03,2015-08-26,14750
1012273,2016-09-06,2016-12-24,12921
1006635,2014-05-07,2014-10-15,74159
1002601,2013-05-04,2013-10-26,48118
1009894,2016-05-21,2016-12-17,10011
1011319,2015-07-18,2015-11-21,10029
1005110,2013-06-11,2013-09-24,99004
1006834,2013-05-25,2013-10-05,67025
1008241,2013-08-03,2013-10-26,69201
1005243,2014-01-01,2014-12-31,92586
1006636,2014-04-05,2014-10-25,74159
1010252,2016-07-23,2016-10-15,48616
1005339,2015-04-04,2015-09-19,23831
1008606,2015-05-20,2015-09-16,23832
1000944,2014-06-18,2014-09-24,12817
1002187,2014-01-01,2014-04-01,21620
1008483,2016-01-01,2016-12-31,19118
1005302,2015-06-01,2015-11-15,19119
1012146,2016-05-13,2016-10-28,99109
1010203,2014-08-02,2014-10-04,82001
1009643,2014-06-24,2015-10-13,82009
1003524,2015-01-01,2015-12-31,82001
1000561,2014-06-07,2014-09-27,60411
1004401,2013-05-03,2013-06-28,36535
1001261,2013-05-02,2013-10-31,73018
1001763,2014-04-17,2014-10-23,24319
1001701,2016-05-07,2016-10-29,64601
1001590,2013-05-03,2013-09-27,28023
1000877,2014-04-12,2014-10-25,23336
1008409,2013-06-06,2013-10-17,54729
1000886,2016-05-20,2016-10-28,55013
1010704,2014-04-03,2014-10-30,65721
1011161,2015-05-07,2015-10-15,24073
1012610,2016-09-03,2016-12-31,24522
1004360,2013-05-04,2013-10-26,23824
1011307,2015-01-01,2015-12-31,78108
1011042,2015-05-26,2015-09-08,13039
1000067,2013-03-12,2013-12-24,10007
1005250,2015-01-01,2015-12-31,96813
1010123,2016-01-01,2016-12-31,92105
1011386,2015-11-01,2016-02-29,64106
1004302,2013-04-01,2013-10-31,35950
1008616,2014-05-27,2014-10-04,29812
1005809,2014-06-04,2014-10-29,61427
1009000,2013-05-17,2013-10-04,24333
1005719,2014-05-18,2014-10-26,48439
1003131,2015-05-02,2015-10-31,64050
1004255,2015-06-28,2015-09-27,80537
1008434,2013-04-13,2013-11-09,20110
1008428,2013-04-11,2013-11-07,20110
1009719,2014-07-16,2014-10-15,60954
1010007,2014-06-18,2014-09-17,68046
1000303,2013-06-19,2013-10-02,55447
1006746,2016-05-17,2016-09-20,13461
1008488,2013-04-03,2013-10-30,63084
1010429,2014-04-01,2014-10-31,63084
1006460,2014-06-27,2014-10-31,55110
1006368,2014-06-19,2014-09-25,60099
1002042,2014-04-06,2014-10-26,97015
1002106,2015-01-01,2015-12-31,91711
1008938,2013-05-03,2013-09-27,28610
1000579,2014-06-07,2014-10-25,14031
1007374,2014-04-16,2014-12-17,22201
1000406,2016-05-07,2016-10-29,59802
1011959,2016-10-01,2016-05-07,85282
1005296,2015-01-01,2015-12-31,19104
1008001,2013-05-04,2013-10-26,30523
1011268,2015-01-01,2015-12-31,26301
1004198,2014-04-27,2014-11-02,30021
1004721,2014-07-13,2014-09-28,48017
1004202,2015-06-07,2015-09-27,99110
1010706,2015-05-07,2015-10-29,63139
1006806,2014-04-02,2014-04-23,29634
1010192,2014-07-10,2014-09-25,46234
1005524,2014-07-03,2014-10-30,12065
1008982,2014-05-03,2014-10-11,61727
1001850,2014-06-07,2014-10-31,45177
1000389,2016-06-02,2016-10-06,13323
1012118,2016-04-30,2016-11-19,43214
1000549,2015-01-01,2015-12-31,36311
1010561,2014-07-18,2014-10-19,88317
1010707,2014-04-05,2014-10-25,65610
1011903,2016-04-30,2016-10-29,97479
1002895,2013-05-31,2013-08-30,95425
1002808,2015-06-04,2015-09-24,21244
1001390,2015-05-03,2015-11-22,19711
1000325,2012-05-01,2012-12-31,94044
1009041,2015-05-26,2015-10-20,48108
1010515,2016-10-06,2017-04-27,33928
1008764,2013-04-13,2013-10-26,65109
1001876,2014-05-01,2014-10-31,45224
1011528,2015-06-04,2015-10-29,50613
1011495,2015-01-01,2015-12-31,94403
1008162,2014-01-01,2014-12-31,34112
1003470,2013-05-16,2013-10-17,38017
1010977,2015-06-04,2015-08-27,22443
1009656,2016-06-15,2016-10-12,80903
1000210,2016-06-11,2016-10-08,80919
1004166,2016-05-04,2016-10-12,98118
1012373,2016-05-19,2016-09-22,59912
1000794,2016-05-05,2016-10-27,65203
1000795,2016-11-05,2017-03-25,65203
1011118,2015-04-04,2015-10-31,65203
1010062,2014-06-07,2014-10-25,38401
1011224,2016-04-16,2016-12-17,20010
1008316,2015-05-03,2015-11-22,22204
1006705,2013-06-01,2013-09-28,47201
1005087,2016-05-14,2016-12-10,28472
1010010,2014-05-03,2014-10-25,68601
1003996,2014-04-12,2014-11-22,28722
1012035,2016-07-21,2016-09-08,59019
1003893,2015-05-08,2015-10-09,52738
1011003,2015-04-01,2015-11-01,76240
1010964,2015-05-17,2015-11-29,19130
1012754,2016-10-08,2017-04-29,34110
1003272,2013-06-02,2013-11-24,29169
1012415,2016-01-01,2016-12-31,42101
1008708,2014-04-03,2014-10-09,40461
1012132,2016-01-01,2016-12-31,85726
1009853,2014-05-17,2014-12-20,24060
1010233,2014-05-29,2014-10-30,90220
1007317,2014-06-15,2014-10-26,11224
1010773,2016-06-11,2016-09-10,80433
1003308,2013-04-27,2013-10-26,28613
1012030,2016-05-07,2016-10-29,29526
1008705,2013-05-11,2013-11-02,72032
1009865,2014-05-03,2014-05-24,72032
1008480,2013-01-01,2013-12-31,72034
1007697,2013-05-26,2013-11-24,11211
1010400,2014-01-01,2014-12-31,38104
1002967,2015-05-02,2015-08-29,13326
1006766,2016-05-04,2016-10-26,97420
1012194,2016-05-01,2016-10-01,12529
1012265,2016-05-26,2016-10-06,44321
1000158,2015-04-04,2016-11-30,75019
1007004,2014-01-01,2014-12-31,76522
1006525,2016-05-02,2016-10-03,52241
1009614,2014-01-05,2014-05-25,33706
1005779,2013-10-06,2014-05-25,33706
1010366,2014-01-01,2014-12-31,17552
1012309,2016-05-16,2016-10-10,86325
1012535,2016-05-01,2016-10-31,12518
1000088,2013-07-05,2013-11-22,11368
1001318,2013-01-01,2013-12-31,92878
1003859,2014-01-01,2014-12-01,92118
1009650,2014-01-01,2014-12-31,78401
1012666,2016-01-01,2016-12-31,78401
1003758,2015-01-01,2015-12-31,78413
1012808,2016-09-14,2017-04-15,85375
1008959,2016-06-04,2016-10-29,81321
1009760,2016-04-16,2016-11-23,97330
1000236,2017-01-14,2017-04-08,97333
1003752,2013-05-04,2013-10-26,43812
1005600,2015-01-01,2015-12-31,92626
1003346,2013-06-06,2013-08-29,94931
1008398,2014-05-21,2014-10-15,97424
1010975,2015-03-25,2015-12-30,36311
1004382,2016-05-05,2016-09-29,66044
1005715,2016-04-16,2016-10-29,30117
1007280,2013-06-19,2013-10-30,61821
1010810,2015-05-01,2015-10-01,57501
1000868,2015-01-01,2015-12-31,42459
1000368,2014-06-19,2014-10-02,54812
1011866,2016-05-19,2016-09-29,44303
1011868,2016-05-07,2016-10-29,44264
1004748,2015-11-07,2016-04-23,44333
1012713,2016-04-02,2016-10-08,98239
1001845,2013-10-05,2014-06-07,70532
1001981,2013-05-18,2013-10-19,24426
1012036,2016-05-24,2016-10-25,28734
1011769,2016-05-25,2016-09-28,12051
1006230,2012-04-01,2012-10-31,65010
1009993,2014-06-25,2014-10-29,69130
1005007,2015-04-18,2015-10-31,47933
1011595,2015-06-01,2015-09-03,27263
1009841,2014-01-01,2014-12-31,70560
1000264,2016-01-01,2016-12-31,70119
1000263,2016-01-01,2016-12-31,70118
1012106,2016-01-01,2016-07-13,70116
1000265,2016-01-01,2016-12-31,70130
1000262,2014-05-06,2014-10-28,97426
1011390,2015-05-01,2015-10-01,63141
1008650,2014-08-01,2014-08-31,60654
1008666,2014-03-31,2015-03-31,60654
1012748,2016-05-11,2016-10-26,21114
1010419,2014-05-17,2014-09-13,29436
1007226,2016-05-14,2016-11-05,72396
1011771,2016-06-01,2016-09-28,53528
1010987,2015-01-01,2015-12-31,71635
1005184,2014-05-24,2014-10-11,49677
1005469,2014-05-27,2014-10-07,98008
1006650,2013-05-01,2014-05-01,11565
1004055,2012-06-01,2012-10-31,11701
1012365,2016-06-01,2016-11-16,20912
1008846,2013-07-20,2013-11-09,38614
1010953,2016-05-08,2016-11-20,10520
1010708,2015-05-06,2015-10-28,63019
1001869,2016-06-04,2016-10-15,60014
1002293,2013-01-01,2013-12-31,48461
1012074,2016-01-01,2016-12-31,94607
1003606,2016-05-07,2016-10-29,63379
1003892,2014-07-05,2014-09-27,11691
1002821,2014-07-26,2014-09-27,54829
1011893,2016-05-07,2016-10-29,46229
1012001,2016-06-08,2016-10-12,47201
1001426,2014-06-07,2014-10-11,57730
1009889,2014-06-20,2014-10-03,44223
1006504,2015-05-02,2015-09-26,41031
1004723,2013-05-08,2013-10-30,29102
1008921,2013-07-12,2013-11-22,11207
1000069,2013-01-01,2013-12-31,10017
1004545,2014-05-03,2014-10-11,30533
1010752,2014-11-08,2015-03-28,60060
1001717,2014-04-06,2014-12-07,22193
1005871,2013-06-06,2013-07-25,36322
1002514,2013-07-05,2013-09-27,54733
1002739,2016-01-01,2016-12-31,94015
1001594,2014-05-24,2014-10-25,37725
1005176,2016-11-19,2016-12-31,53703
1005177,2016-04-20,2016-11-09,53703
1005175,2017-01-07,2017-04-15,53703
1005178,2016-04-16,2016-11-12,53701
1003908,2015-05-09,2015-09-12,46122
1010818,2015-05-02,2015-10-31,24541
1004993,2016-05-01,2016-10-25,59829
1009648,2014-06-11,2014-10-08,60561
1008435,2013-06-27,2013-10-03,68335
1004156,2015-05-02,2015-10-31,52806
1001883,2013-05-18,2013-10-19,52537
1009868,2014-01-01,2014-12-31,95616
1003563,2013-07-03,2013-09-28,30534
1012254,2016-06-30,2016-10-13,56232
1003500,2016-04-01,2016-10-01,37321
1008492,2014-06-12,2014-09-25,89403
1011946,2016-01-01,2016-12-31,32114
1010622,2014-05-03,2014-10-25,63020
1001317,2014-07-03,2014-10-30,20751
1012495,2016-01-01,2016-12-31,30030
1012303,2016-08-13,2016-09-17,59722
1003098,2015-06-13,2015-10-10,60015
1012296,2016-05-24,2016-10-26,53532
1011103,2015-06-04,2015-09-24,60115
1002536,2014-05-11,2014-10-26,93940
1008571,2013-01-01,2013-12-31,22301
1008057,2014-05-07,2014-10-29,67213
1005210,2014-06-05,2014-09-25,53115
1010264,2014-05-01,2014-09-01,19806
1011731,2015-01-01,2015-12-31,13753
1010841,2016-03-05,2016-12-03,70528
1001356,2014-06-04,2014-09-24,13753
1003126,2014-01-01,2014-12-31,95678
1009013,2013-04-06,2013-11-30,76201
1004069,2014-01-01,2014-12-31,80223
1004257,2016-08-18,2016-09-15,13754
1009667,2014-05-01,2014-10-31,65270
1011827,2016-05-14,2016-10-29,37743
1012122,2016-06-07,2016-10-25,62924
1000917,2013-05-11,2013-06-29,71032
1011529,2015-07-12,2015-12-27,85004
1003628,2014-05-03,2014-10-25,48130
1002740,2016-01-01,2016-12-31,94598
1008546,2016-05-01,2016-11-20,19147
1010066,2016-06-18,2016-09-24,37055
1010129,2014-06-28,2014-09-27,59725
1012662,2016-05-21,2016-10-08,17019
1001815,2015-06-04,2015-10-29,48821
1011426,2015-01-01,2015-12-31,94117
1004459,2014-06-05,2014-09-04,21401
1010026,2016-04-21,2016-10-27,27017
1012462,2016-05-14,2016-10-29,53533
1012333,2016-04-23,2016-10-22,72114
1005692,2014-05-17,2014-10-25,13329
1008532,2013-04-06,2013-10-26,65760
1000300,2013-06-04,2013-09-24,49007
1010834,2015-03-14,2015-12-05,40205
1010893,2015-04-15,2015-11-11,30135
1003046,2015-05-01,2015-10-21,53118
1010809,2015-06-03,2015-09-30,61736
1009043,2015-06-05,2015-10-30,48101
1010455,2016-01-01,2016-12-31,92805
1000432,2016-11-01,2017-05-27,54911
1008815,2013-01-01,2013-12-31,76010
1004124,2015-06-04,2015-10-22,48708
1005160,2016-05-04,2016-10-26,29902
1012298,2016-05-18,2016-10-26,15522
1003643,2016-05-07,2016-10-29,53511
1001026,2014-01-01,2014-12-31,94704
1012323,2016-05-07,2016-10-29,61701
1012331,2016-11-19,2017-04-15,61701
1004524,2014-05-21,2014-10-15,43402
1000769,2013-05-02,2013-10-31,53105
1010230,2014-07-15,2014-09-16,82601
1006427,2014-04-03,2014-09-25,95928
1010837,2015-01-01,2015-12-31,44115
1012519,2016-05-07,2016-08-27,30720
1002641,2014-05-17,2014-10-04,61832
1000841,2013-04-27,2013-10-26,75020
1001616,2013-05-11,2013-10-19,60515
1012192,2016-07-07,2016-08-25,92020
1003413,2016-06-02,2016-10-06,60120
1010769,2015-05-09,2015-11-07,60201
1008853,2014-05-16,2014-09-26,47713
1010080,2014-05-03,2014-10-25,99362
1002400,2016-05-21,2016-10-29,42071
1006820,2016-05-04,2016-10-26,52776
1003759,2015-05-09,2015-10-31,84770
1010854,2015-07-14,2015-09-29,55802
1012608,2016-05-07,2016-09-24,50309
1006081,2014-01-01,2014-12-31,34950
1011952,2016-04-09,2016-11-19,77901
1012243,2016-05-14,2016-10-29,54935
1012256,2016-06-01,2016-10-26,54935
1005420,2013-05-31,2013-10-04,30501
1010525,2016-05-28,2016-10-29,54301
1008125,2015-06-06,2015-10-10,45331
1008778,2013-04-06,2013-11-02,28601
1003252,2013-06-04,2013-11-02,49201
1008690,2015-06-04,2015-10-29,14701
1008415,2014-06-14,2014-10-18,54130
1006384,2014-04-05,2014-11-29,64063
1001047,2015-06-11,2015-08-27,95648
1009757,2014-05-13,2014-09-30,39110
1010225,2014-05-03,2014-05-31,49525
1010780,2016-05-21,2016-12-17,49855
1011155,2015-06-07,2015-08-30,80542
1001301,2013-05-07,2013-10-15,53562
1002546,2014-06-07,2014-10-25,10940
1003977,2013-06-01,2013-10-31,72112
1008384,2014-05-06,2014-09-30,94947
1000070,2013-01-01,2013-12-31,10271
1005804,2014-06-13,2014-10-03,49770
1010825,2015-05-16,2015-09-26,28134
1011222,2015-07-09,2015-09-24,44266
1007319,2013-05-04,2013-10-26,48307
1011776,2016-04-30,2016-10-29,72756
1012232,2016-05-27,2016-10-31,48601
1001131,2016-05-07,2016-12-17,63801
1012572,2016-04-15,2016-09-15,24589
1011035,2015-06-06,2015-11-28,31791
1000550,2014-06-10,2014-10-14,13202
1010998,2015-06-06,2015-10-31,47807
1004326,2013-05-18,2013-10-12,31794
1009974,2014-04-12,2014-11-01,66618
