FMID,start,end,zip
1000723,2013-05-04,2013-10-26,95376
1008154,2013-06-22,2013-09-21,45373
1000171,2013-05-04,2013-10-19,31601
1012390,2016-04-16,2016-10-29,75165
1010301,2014-06-07,2014-10-25,53095
1011876,2016-05-07,2016-10-08,76301
1000675,2013-05-07,2013-10-29,48197
1008537,2013-05-07,2013-09-24,65401
1008646,2013-01-01,2013-12-31,32819
1012678,2016-05-18,2016-10-26,50311
1004980,2016-04-16,2016-10-01,80526
1010060,2014-06-28,2014-11-01,38225
1012665,2016-01-01,2016-12-31,78620
1004676,2016-06-01,2016-09-28,21217
1009977,2016-05-04,2016-09-28,43017
1006451,2015-07-09,2015-09-24,82513
1005197,2016-05-07,2016-10-29,52001
1004485,2013-11-02,2014-04-26,52001
1010872,2015-04-24,2015-09-25,27708
1009697,2014-05-06,2014-09-30,27704
1001873,2014-04-08,2014-09-30,27710
1008158,2013-07-05,2013-11-25,48210
1010851,2015-05-02,2015-10-31,55810
1012101,2016-06-08,2016-11-16,11201
1012250,2016-05-15,2016-10-16,48131
1011190,2016-06-15,2016-09-28,14048
1010629,2015-05-09,2015-10-31,81301
1000312,2016-04-02,2016-11-19,27701
1011986,2016-04-16,2016-10-29,27701
1005283,2013-05-18,2013-10-26,68305
1012345,2016-05-05,2016-10-13,98019
1003849,2015-05-14,2015-10-08,52040
1005953,2015-06-03,2015-09-30,55121
1005920,2014-01-01,2014-12-31,81650
1005727,2014-05-01,2014-10-09,22936
1004475,2013-04-06,2013-10-05,29640
1008056,2016-03-31,2016-12-22,30316
1000807,2014-05-02,2015-11-25,14052
1012086,2016-11-08,2017-04-11,19966
1011673,2015-01-01,2015-12-31,77003
1008544,2014-05-24,2014-11-22,19129
1012383,2016-05-27,2016-09-02,11963
1010104,2016-06-01,2016-10-26,14850
1010734,2016-01-01,2016-12-31,90027
1010847,2015-05-14,2015-10-29,49727
1002933,2014-04-15,2014-10-28,30317
1006684,2015-05-02,2015-10-10,35206
1012255,2016-06-05,2016-10-30,48823
1002993,2013-01-01,2013-12-31,90022
1008271,2015-05-01,2015-09-30,90022
1012615,2016-06-25,2016-11-26,11207
1005342,2014-04-09,2014-12-17,94303
1012717,2016-01-01,2016-12-31,30344
1009904,2014-05-03,2014-07-26,75702
1006338,2014-04-11,2014-11-14,37919
1003103,2015-05-02,2015-10-31,57105
1003175,2014-05-17,2014-08-30,36117
1008871,2015-01-01,2015-12-31,48207
1001624,2016-01-01,2016-12-31,20003
1009934,2014-06-05,2014-08-28,43219
1009867,2014-05-03,2014-11-22,18042
1006929,2013-06-26,2013-10-30,21224
1000855,2013-05-11,2013-10-26,48021
1000127,2013-06-07,2013-09-27,48215
1012730,2016-04-19,2016-12-20,53703
1012175,2016-06-10,2016-10-21,14901
1010505,2014-05-10,2014-09-27,45320
1012227,2016-05-20,2016-10-21,48827
1001570,2014-05-03,2014-05-31,54701
1010019,2015-01-01,2015-12-31,90026
1008780,2014-05-31,2014-10-11,60609
1012783,2016-04-23,2016-12-17,27932
1011540,2015-06-13,2015-10-17,60660
1001660,2015-05-14,2015-10-15,21040
1001659,2011-05-01,2011-10-31,21040
1008798,2013-05-18,2013-10-12,43035
1008799,2013-05-23,2013-10-10,43214
1012160,2016-06-18,2016-10-01,98020
1000003,2014-05-31,2014-10-31,48829
1001298,2014-06-14,2014-09-13,81632
1012133,2016-06-04,2016-10-15,45205
1012664,2016-01-01,2016-12-31,78040
1012606,2016-04-16,2016-10-29,71730
1003777,2014-06-05,2014-09-25,95762
1012369,2016-06-07,2016-10-25,53713
1008259,2014-01-01,2014-12-20,79901
1003582,2013-06-15,2013-09-28,73036
1012294,2016-04-02,2016-10-29,28580
1005446,2016-05-19,2016-10-13,49628
1008541,2013-04-06,2013-09-28,65026
1012634,2016-05-12,2016-10-13,50627
1010508,2014-06-12,2014-09-25,60634
1006759,2016-05-06,2016-10-28,61028
1006377,2013-06-15,2013-09-28,80107
1011922,2016-06-04,2016-10-15,60007
1002009,2016-04-16,2016-10-29,28621
1003120,2013-05-04,2013-10-26,26241
1004263,2013-05-11,2013-10-12,29826
1003732,2013-06-01,2013-10-19,56026
1010343,2014-06-07,2014-09-27,47429
1009045,2014-06-01,2014-10-31,49729
1006809,2014-07-29,2014-09-30,54011
1005709,2014-06-07,2014-10-18,16117
1000089,2013-06-04,2013-11-26,11373
1003826,2016-05-07,2016-11-26,14222
1008449,2014-05-27,2014-09-30,55731
1002052,2014-08-23,2014-09-27,89301
1010234,2016-06-03,2016-09-30,99205
1007710,2013-06-14,2013-09-27,21727
1012567,2016-01-01,2016-12-31,30322
1002769,2015-06-20,2015-09-12,49630
1004719,2015-05-02,2015-10-31,66801
1012045,2016-01-01,2016-12-31,91406
1012313,2016-06-01,2016-09-07,59729
1012071,2016-04-02,2016-10-29,75119
1009946,2014-01-01,2014-12-31,36330
1011260,2015-06-20,2015-09-26,84726
1006678,2014-06-09,2014-10-27,87532
1005682,2013-06-08,2013-10-12,51334
1012809,2016-09-17,2017-04-15,85338
1011981,2016-06-03,2016-10-07,44123
1010933,2015-01-01,2015-12-31,66025
1006618,2013-05-25,2013-08-31,74432
1012315,2016-05-04,2016-09-14,59917
1000410,2014-04-17,2014-11-27,72632
1008261,2014-03-20,2014-10-30,30809
1002729,2014-05-28,2014-10-15,50707
1010195,2016-06-11,2016-10-08,49631
1005710,2015-06-04,2015-10-29,21701
1003357,2016-05-08,2016-10-16,98201
1001957,2015-06-02,2015-09-29,80435
1005267,2015-01-01,2015-12-31,96706
1004875,2013-05-21,2013-10-08,55934
1012801,2016-04-05,2016-10-25,30080
1001549,2014-04-16,2014-09-24,65648
1000199,2014-06-02,2014-09-08,99701
1012685,2016-06-03,2016-08-26,30213
1008385,2015-04-29,2015-09-30,94930
1008311,2016-05-14,2016-10-29,22030
1004130,2014-06-01,2014-08-01,52556
1010944,2015-04-19,2015-11-22,22206
1012237,2016-06-07,2016-10-25,26554
1012242,2016-06-02,2016-10-27,26554
1005320,2015-06-01,2015-11-01,19130
1001296,2015-05-02,2016-11-19,14450
1002043,2014-04-04,2014-10-30,97220
1011218,2015-07-09,2015-09-03,14608
1011905,2016-06-04,2016-10-29,14733
1003364,2013-01-04,2013-12-27,92028
1009705,2016-05-05,2016-09-29,68521
1010174,2014-01-01,2014-12-31,22046
1010889,2015-05-02,2015-10-31,57101
1008076,2014-05-01,2014-10-31,95945
1010059,2014-06-05,2014-08-28,38138
1009026,2013-11-02,2014-04-26,46278
1010879,2015-06-01,2015-09-28,14620
1010878,2015-06-01,2015-10-01,14608
1010138,2014-05-28,2014-10-15,64078
1012724,2016-06-10,2016-10-28,26260
1008078,2013-01-01,2013-12-31,78259
1000173,2013-06-06,2013-10-03,53189
1006075,2013-05-23,2013-10-31,17036
1002522,2015-04-01,2015-11-28,62906
1008941,2014-05-31,2014-10-18,80102
1003097,2013-05-31,2013-10-18,48124
1000283,2013-05-11,2013-11-23,15222
1011718,2016-06-01,2016-09-01,99669
1012521,2016-05-01,2016-09-30,22902
1011715,2016-07-07,2016-10-06,58078
1001282,2015-05-30,2015-09-12,50466
1011178,2015-01-01,2015-12-31,20622
1008278,2014-06-04,2014-09-24,28609
1008265,2014-01-01,2014-04-27,94574
1012005,2016-01-01,2016-12-31,21029
1010202,2014-07-02,2014-09-24,24368
1012767,2016-06-08,2016-09-21,60540
1011102,2015-05-16,2015-10-31,37013
1005811,2014-05-01,2014-10-01,40069
1001247,2016-05-07,2016-07-02,46140
1011262,2015-05-30,2015-10-17,67901
1010414,2015-05-02,2015-10-10,27540
1005069,2015-01-01,2015-12-31,29910
1005159,2014-01-01,2014-12-31,65804
1011817,2016-06-25,2016-09-17,84401
1010320,2016-01-01,2016-12-31,77494
1011157,2015-04-01,2015-10-01,42728
1012341,2016-05-19,2016-10-31,55912
1010166,2014-04-05,2014-09-27,23226
1012220,2016-07-28,2016-09-22,48933
1012697,2016-05-04,2016-10-26,17013
1010456,2016-05-01,2016-10-31,92805
1010134,2014-01-01,2014-12-31,88005
1011919,2016-06-01,2016-10-12,43952
1005655,2014-05-10,2014-10-25,62656
1010823,2015-04-01,2015-11-17,28411
1004137,2014-04-23,2014-10-29,38117
1001585,2013-06-04,2013-10-29,21702
1010802,2015-04-07,2015-10-27,24523
1011395,2015-05-01,2015-10-01,65020
1004129,2016-05-18,2016-10-26,49783
1012178,2016-06-01,2016-09-28,54304
1011209,2015-05-31,2015-11-22,11735
1005124,2013-05-04,2013-11-09,48336
1001405,2014-04-12,2014-10-29,63640
1004131,2014-06-20,2014-09-26,52626
1005213,2014-04-01,2014-09-06,27028
1003672,2016-06-09,2016-09-29,55024
1010554,2014-01-01,2014-12-31,17078
1012107,2016-04-23,2016-10-29,23901
1004715,2014-06-20,2015-09-26,48622
1001187,2013-06-25,2013-10-22,25901
1002776,2016-05-14,2016-10-26,43160
1001188,2013-05-11,2013-11-30,25840
1012061,2016-04-02,2016-10-29,72701
1010426,2014-01-01,2014-12-31,28301
1011668,2015-06-04,2015-10-15,13066
1010830,2015-02-07,2015-04-01,32084
1012627,2016-04-05,2016-11-22,27312
1011729,2015-10-24,2015-12-19,21230
1005743,2016-05-07,2016-10-29,98003
1010139,2014-07-09,2014-09-24,98003
1005037,2016-01-01,2016-12-31,15370
1010518,2015-01-05,2015-03-09,33913
1008552,2013-11-16,2014-04-19,63135
1008226,2016-01-01,2016-12-31,32034
1008868,2014-06-05,2014-08-14,89408
1011656,2015-01-01,2015-12-31,94111
1003080,2012-04-01,2012-10-31,35056
1012308,2016-07-09,2016-10-08,12043
1007239,2014-06-01,2014-10-26,54701
1012142,2016-06-03,2016-09-23,98424
1010224,2014-05-24,2014-10-18,49633
1012599,2016-06-11,2016-10-08,44882
1010317,2014-06-28,2014-08-30,62534
1008135,2013-01-01,2013-12-31,45202
1003146,2014-06-12,2014-10-30,80922
1008116,2013-06-19,2013-09-11,44118
1005413,2014-05-01,2014-10-30,53711
1005297,2015-01-01,2015-12-31,19146
1003782,2013-06-15,2013-10-12,53012
1001752,2013-01-01,2013-12-31,23504
1009722,2014-01-01,2014-12-31,29115
1009723,2014-05-01,2014-12-31,29172
1012843,2017-05-01,2017-10-15,86001
1010437,2014-05-01,2014-12-01,27127
1008024,2014-01-01,2014-12-31,48502
1004709,2014-05-31,2014-10-04,59833
1003116,2014-06-05,2014-10-02,81226
1008244,2014-06-01,2014-09-28,68112
1012451,2016-06-14,2016-10-25,10921
1005082,2014-06-13,2014-10-17,60422
1003492,2016-05-28,2016-10-01,41653
1012590,2016-05-14,2016-11-19,24091
1003222,2014-04-01,2014-10-28,22963
1011530,2015-01-01,2016-12-01,92335
1011531,2015-01-01,2016-12-01,92335
1012020,2016-06-21,2016-09-27,82601
1012285,2016-06-03,2016-09-30,89406
1011842,2016-01-01,2016-12-31,85724
1011848,2016-01-01,2016-04-30,85721
1011845,2016-01-01,2016-12-31,85701
1011144,2016-01-01,2016-12-31,85741
1011847,2016-01-01,2016-04-30,85712
1011849,2016-01-01,2016-12-31,85629
1011142,2016-04-17,2016-10-09,85718
1006152,2014-06-25,2014-09-03,14604
1012239,2016-01-01,2016-12-31,28152
1002382,2016-04-27,2016-10-26,29204
1003808,2014-05-31,2014-09-27,45843
1000958,2016-04-29,2016-10-29,24551
1003332,2014-05-07,2014-09-10,97116
1008916,2013-04-07,2013-12-29,11375
1002803,2013-04-16,2013-10-29,22911
1010427,2015-05-01,2015-10-30,31029
1001648,2016-01-02,2016-12-17,31401
1003299,2014-05-07,2014-10-29,95437
1011136,2015-05-03,2015-11-15,80525
1000058,2013-01-01,2013-12-31,11205
1002741,2016-01-01,2016-12-31,94123
1000734,2012-05-01,2012-10-31,66701
1012842,2016-01-01,2016-12-31,72901
1010160,2014-04-05,2014-09-06,41075
1002838,2014-05-07,2014-10-29,41075
1010159,2014-05-30,2014-10-31,41075
1008067,2016-05-19,2016-09-29,46040
1002091,2013-05-25,2013-10-05,56542
1000757,2015-05-01,2015-09-01,44830
1002901,2014-06-02,2014-09-30,80817
1008457,2016-05-18,2016-11-23,19147
1001037,2013-06-01,2013-09-28,29644
1011739,2015-01-01,2015-12-31,22305
1011779,2016-01-01,2016-12-31,80033
1012681,2016-06-18,2016-10-15,53217
1002880,2016-05-14,2016-10-15,48734
1005303,2015-06-01,2015-11-15,19124
1005988,2014-04-27,2014-10-26,60423
1007247,2014-06-07,2014-10-25,46041
1001597,2014-05-09,2014-10-17,50441
1008756,2013-04-13,2013-11-23,40601
1000371,2014-01-01,2014-12-31,70538
1011256,2015-05-09,2015-10-03,46131
1011098,2015-05-02,2015-10-31,37064
1010770,2016-06-01,2016-09-07,43203
1011664,2015-06-20,2015-09-19,47710
1004223,2014-05-15,2014-10-31,42134
1008093,2014-05-21,2014-10-29,14737
1010989,2016-01-01,2016-12-31,47112
1000970,2014-07-19,2014-10-25,54837
1008272,2015-05-17,2015-10-25,21701
1010115,2014-06-05,2014-09-25,80530
1006031,2016-04-16,2016-10-29,22401
1011191,2015-05-16,2015-10-31,14063
1011192,2015-11-07,2016-05-14,14063
1000184,2013-05-22,2013-10-23,20744
1012429,2016-03-05,2016-12-17,30307
1011816,2016-07-09,2016-11-19,94609
1012252,2016-05-18,2016-09-28,64804
1001599,2016-07-09,2016-10-29,11520
1012645,2016-01-01,2016-12-31,52805
1007678,2013-06-29,2013-10-12,49412
1010928,2015-01-01,2015-12-31,70151
1010457,2016-01-01,2016-12-31,32301
1012349,2016-05-19,2016-09-29,16142
1002912,2013-06-05,2013-09-25,66018
1008170,2014-06-14,2014-09-20,56623
1000820,2014-01-05,2014-12-21,89123
1000819,2014-01-04,2014-12-20,89145
1008595,2014-04-11,2014-08-29,93721
1009706,2016-06-17,2016-09-23,98208
1003418,2013-09-06,2014-06-27,32960
1011730,2015-01-01,2015-12-31,77546
1010955,2015-05-02,2015-10-17,75034
1010765,2015-05-02,2015-10-31,22630
1012762,2016-05-23,2016-10-31,21532
1011181,2015-05-02,2015-10-31,44070
1006245,2014-06-28,2014-09-20,81521
1004614,2012-01-01,2012-12-31,94601
1000071,2013-06-04,2013-11-26,10032
1010804,2015-06-18,2015-09-17,46802
1012196,2016-10-08,2017-05-27,46802
1004314,2016-06-01,2016-10-01,46805
1010805,2015-10-01,2016-05-01,46805
1011620,2015-05-07,2015-11-19,20877
1006176,2014-05-10,2014-10-25,46975
1012520,2016-06-01,2016-10-01,17233
1003170,2016-05-21,2016-10-29,55410
1008566,2013-05-01,2013-09-25,65251
1006661,2016-01-01,2016-12-31,49503
1008569,2013-03-01,2013-09-28,65656
1009720,2014-05-31,2014-10-04,49053
1005120,2014-06-21,2014-09-13,59715
1011814,2016-01-01,2016-12-31,92503
1003278,2014-05-09,2014-10-25,45631
1011794,2016-05-06,2016-11-18,95542
1011786,2016-04-07,2016-11-17,19958
1004066,2016-05-19,2016-09-29,35071
1008408,2013-05-12,2013-09-01,33410
1002720,2014-05-01,2014-10-31,12561
1002373,2014-05-03,2014-10-25,81040
1000774,2013-04-06,2013-11-23,28054
1009921,2014-06-06,2014-10-03,44108
1002524,2013-05-04,2013-08-03,77833
1006240,2015-05-13,2015-10-14,54631
1011265,2016-05-07,2016-10-15,44022
1000845,2016-06-23,2016-10-20,14454
1010029,2014-05-20,2014-10-07,68361
1012691,2016-04-17,2016-11-13,60134
1008166,2014-01-01,2014-12-31,78628
1012033,2016-05-07,2016-10-29,29440
1003354,2015-05-20,2015-09-16,19947
1004356,2013-05-01,2013-10-30,20007
1008155,2013-01-05,2013-12-31,70047
1008159,2013-01-01,2013-12-31,70047
1005298,2015-06-01,2015-11-15,19144
1009958,2014-06-18,2014-09-24,44721
1011886,2016-05-07,2016-12-31,27834
1011962,2016-05-07,2016-09-24,85234
1006932,2014-07-19,2014-10-25,82718
1004244,2014-05-24,2014-10-04,30540
1003952,2014-04-26,2014-10-25,24340
1009799,2014-06-07,2014-09-27,97027
1001630,2014-05-10,2014-10-11,48624
1012433,2016-07-01,2016-10-29,24555
1011613,2015-05-22,2015-10-30,19702
1002767,2015-06-16,2015-09-08,49636
1011376,2015-03-29,2015-11-22,94131
1012623,2016-05-15,2016-10-16,17327
1000892,2014-06-12,2014-10-30,55336
1012359,2016-10-08,2016-12-17,85301
1001217,2014-06-07,2014-10-12,59330
1008424,2014-05-29,2014-09-25,95963
1008418,2014-05-24,2014-09-27,95988
1010085,2015-05-02,2015-11-21,20769
1010956,2015-05-02,2015-10-31,12801
1003511,2014-05-03,2014-11-22,19038
1006699,2013-06-29,2013-11-02,81601
1006294,2016-06-05,2016-10-30,60626
1003531,2014-06-10,2014-09-09,81601
1010247,2014-06-07,2014-09-27,85501
1004269,2015-05-16,2015-11-21,20007
1005453,2014-05-03,2014-10-18,12078
1005099,2014-06-07,2014-10-04,80401
1008863,2016-01-01,2016-12-31,92102
1007378,2014-07-01,2014-10-30,79109
1012445,2016-05-07,2016-10-01,98620
1012054,2016-05-03,2016-10-25,23103
1012510,2016-03-12,2016-12-10,75218
1012509,2016-04-03,2016-12-11,75231
1012311,2016-06-22,2016-09-28,16412
1005294,2013-07-13,2013-10-12,67735
1011111,2015-05-21,2015-10-29,37072
1012498,2016-10-01,2017-05-27,85338
1005829,2013-05-04,2013-11-29,29445
1010051,2016-06-16,2016-08-18,30703
1003279,2014-06-04,2014-09-24,44102
1008475,2014-06-06,2014-10-31,19128
1010569,2014-01-01,2014-12-31,46526
1012253,2016-05-20,2016-10-28,10924
1008109,2014-06-06,2014-08-29,95667
1009007,2015-06-03,2015-09-30,21212
1012355,2016-05-26,2016-09-22,61111
1010261,2014-06-13,2014-10-10,19803
1012246,2016-05-25,2016-10-12,26354
1001715,2014-07-12,2014-10-25,11206
1001756,2012-07-01,2012-10-31,28771
1000104,2013-01-01,2013-12-31,11217
1010774,2015-01-17,2020-01-04,32550
1008578,2013-04-06,2013-09-28,64137
1009048,2014-05-10,2014-10-29,49417
1010574,2014-06-04,2014-10-29,68803
1007376,2013-01-01,2013-12-31,32408
1005937,2016-05-11,2016-10-29,55744
1005870,2015-06-03,2015-10-28,49504
1010640,2015-04-25,2015-10-31,24015
1002268,2013-07-06,2013-10-31,57747
1001635,2013-07-06,2013-10-26,43212
1010149,2014-05-01,2014-09-01,46530
1012395,2016-07-11,2016-09-24,83530
1005463,2014-06-20,2014-10-17,46989
1005461,2014-06-07,2014-10-18,46952
1005462,2014-06-18,2014-10-15,46933
1008011,2016-04-03,2016-12-18,30312
1008410,2013-03-01,2013-11-30,97528
1008413,2013-12-07,2013-12-14,97528
1005193,2012-05-01,2012-10-31,43023
1006372,2016-07-05,2016-11-29,10031
1005962,2016-05-19,2016-10-27,40202
1002208,2015-06-03,2015-09-23,60030
1008950,2014-01-08,2014-03-05,30017
1008973,2016-06-03,2016-09-08,67530
1005797,2014-04-01,2014-11-29,22066
1012497,2016-06-04,2016-09-24,59401
1011601,2015-06-03,2015-09-30,13027
1011602,2015-06-02,2015-09-29,13219
1010196,2014-07-12,2014-10-18,11713
1003904,2013-08-01,2013-09-05,57430
1010084,2016-06-07,2016-10-25,98532
1001119,2014-04-15,2014-10-30,65804
1006059,2013-05-29,2013-10-02,13601
1010482,2014-07-04,2014-10-31,67879
1003819,2016-05-14,2016-10-29,80631
1003820,2016-01-01,2016-04-15,80631
1011775,2015-11-07,2016-04-30,60614
1011774,2016-05-07,2016-11-30,60614
1008124,2013-06-18,2013-10-08,44685
1012343,2016-01-01,2016-12-31,72701
1010292,2014-01-01,2014-12-31,32399
1012481,2016-05-26,2016-09-29,50841
1002888,2014-05-23,2014-10-10,54941
1004849,2013-03-02,2013-12-14,30309
1003151,2016-05-01,2016-10-30,48116
1006997,2014-06-19,2014-09-25,56484
1002274,2013-05-25,2013-11-16,21212
1008822,2014-01-01,2014-05-01,85614
1011231,2016-05-08,2016-11-20,20770
1000863,2016-05-07,2016-10-29,46135
1004933,2015-06-27,2015-10-10,53129
1000864,2014-06-21,2014-10-18,22973
1012701,2016-06-07,2016-09-27,50129
1001369,2012-03-01,2012-10-31,35462
1003059,2016-05-14,2016-10-22,37745
1010623,2014-05-01,2014-10-01,53220
1000099,2013-01-01,2013-12-31,11222
1005163,2013-05-25,2013-10-12,11944
1011398,2015-01-01,2015-12-31,27405
1011793,2016-05-13,2016-10-14,47240
1005315,2015-05-24,2015-11-15,19132
1011987,2016-06-02,2016-09-01,20711
1001302,2013-05-14,2013-10-15,48838
1005680,2013-07-13,2013-09-14,12083
1002578,2014-01-01,2014-12-31,29609
1003302,2016-01-01,2016-12-31,12834
1010068,2014-05-03,2014-09-27,44837
1009930,2014-06-07,2014-08-30,67045
1008906,2015-05-09,2015-10-10,46143
1012337,2016-04-16,2016-09-24,97030
1001966,2014-05-20,2014-08-19,95948
1012182,2016-01-01,2016-12-31,59812
1005038,2013-06-13,2013-11-07,36451
1012619,2016-06-06,2016-10-03,49616
1012689,2017-01-07,2017-06-24,70116
1012055,2016-07-10,2016-10-16,23063
1010541,2014-05-01,2014-10-01,37387
1008068,2015-04-01,2015-10-31,39501
1002652,2014-06-01,2014-09-01,33707
1001675,2014-06-14,2014-10-25,81230
1006730,2016-04-01,2016-11-29,35976
1005265,2015-01-01,2015-12-31,96701
1002218,2014-01-01,2014-12-31,96712
1008174,2013-06-03,2013-12-02,35553
1003137,2014-05-12,2014-07-24,36606
1008582,2013-04-13,2013-10-26,65255
1011697,2015-01-01,2015-12-31,96727
1001725,2014-05-03,2014-11-01,14075
1011831,2016-06-02,2016-09-01,67878
1005204,2016-05-07,2016-10-15,59840
1011411,2015-05-01,2015-10-01,64644
1010981,2015-05-23,2015-11-07,45011
1012174,2016-06-04,2016-10-01,21074
1012165,2016-05-28,2016-09-03,11946
1008851,2013-06-03,2013-10-14,48212
1009049,2014-01-01,2014-12-31,49896
1011501,2015-07-11,2015-10-10,44304
1012262,2016-06-15,2016-10-26,84058
1003660,2014-06-14,2014-10-11,49740
1001153,2015-05-02,2015-10-31,42701
1008095,2013-06-08,2013-09-28,67058
1002139,2014-06-01,2014-10-26,55032
1008998,2013-05-11,2013-10-12,72432
1006141,2014-04-26,2014-10-25,47112
1008577,2016-04-01,2016-11-22,22801
1008730,2014-04-22,2014-10-17,42765
1011782,2016-07-10,2016-10-30,57033
1010709,2015-06-07,2015-09-27,64057
1008583,2013-05-02,2013-09-28,65667
1011797,2016-05-03,2016-11-30,10567
1012741,2016-06-04,2016-11-19,10706
1005701,2013-07-06,2013-10-12,68901
1010829,2015-05-01,2015-10-09,19040
1006219,2013-07-28,2013-11-17,11221
1002527,2014-03-13,2014-10-30,39401
1004400,2014-07-03,2014-09-25,51023
1003805,2012-01-01,2012-12-31,31036
1011762,2016-01-01,2016-12-31,22835
1011851,2016-05-05,2016-10-27,28904
1005897,2016-05-07,2016-10-29,44240
1009702,2016-11-05,2017-04-29,44240
1010686,2014-08-21,2014-10-30,20169
1008318,2015-05-07,2015-10-29,20137
1005913,2014-06-01,2014-09-27,67060
1010579,2014-06-01,2014-09-30,54843
1000244,2015-05-02,2015-11-28,28786
1005300,2015-05-03,2015-12-27,19147
1006471,2013-05-04,2013-11-30,95448
1006472,2013-06-05,2013-10-30,95448
1008181,2013-06-13,2013-10-03,59101
1010845,2015-03-17,2015-04-28,29208
1006735,2014-05-24,2014-10-11,46173
1005759,2014-01-01,2014-12-31,94102
1006677,2014-06-14,2014-10-18,12547
1011413,2015-05-01,2015-10-31,65775
1008715,2014-01-01,2014-12-31,42701
1000250,2015-04-18,2015-10-17,22473
1012683,2016-06-03,2016-09-30,49444
1010544,2015-01-01,2015-12-31,85710
1012827,2016-01-01,2016-12-31,85718
1012841,2016-01-01,2016-12-31,85715
1010545,2014-04-01,2014-09-30,85737
1003990,2013-01-01,2013-12-31,92543
1006540,2013-03-14,2013-12-12,78204
1002084,2014-06-05,2014-10-30,95501
1010011,2014-07-11,2014-10-10,56136
1010041,2014-06-01,2014-09-30,37034
1011195,2015-05-09,2015-10-31,21120
1000842,2014-06-02,2014-10-13,13350
1008584,2013-04-13,2013-11-23,65041
1006285,2016-04-23,2016-10-29,38632
1012131,2016-05-05,2016-11-10,20170
1011870,2016-05-21,2016-10-29,62948
1011110,2015-05-26,2015-10-20,66434
1011985,2016-06-02,2016-10-27,55719
1012015,2016-04-29,2016-10-28,65668
1011957,2016-01-01,2016-12-31,85635
1007360,2014-07-19,2014-10-25,84501
1012260,2016-01-01,2016-12-31,32643
1009672,2015-06-03,2015-10-07,61032
1002819,2013-06-13,2013-10-03,62249
1006831,2016-05-27,2016-09-23,24465
1008248,2014-06-01,2014-11-01,68901
1008243,2014-04-05,2014-11-22,92346
1002469,2015-06-06,2015-10-17,46322
1004688,2015-05-03,2015-11-01,80129
1005848,2015-05-23,2015-09-12,99737
1000814,2016-01-01,2016-12-31,72205
1010434,2014-01-01,2014-12-31,92103
1002848,2016-05-28,2016-11-05,53705
1006807,2015-06-02,2015-09-08,43026
1006621,2016-06-04,2016-10-01,62049
1003257,2014-05-01,2014-09-25,67063
1006266,2015-06-06,2015-10-31,54634
1010186,2014-05-03,2014-09-06,97124
1010182,2014-05-04,2014-10-26,97124
1010183,2014-07-10,2014-08-21,97123
1004336,2014-06-10,2014-08-26,97124
1010375,2016-01-01,2017-03-31,27278
1001244,2014-05-04,2014-11-23,97219
1001833,2014-05-03,2014-09-28,13142
1005775,2016-01-01,2016-12-31,96771
1002686,2016-06-16,2016-09-15,60141
1008942,2013-05-10,2013-11-08,37214
1001303,2013-01-05,2013-12-28,21740
1011278,2015-01-01,2015-12-31,90014
1004535,2013-05-04,2013-10-26,71901
1002763,2016-05-07,2016-10-29,64068
1010937,2015-05-09,2015-10-31,48446
1010421,2014-05-03,2014-10-25,47902
1011188,2016-05-14,2016-11-19,19958
1002975,2014-03-15,2014-11-22,75605
1011761,2016-05-03,2016-12-13,28752
1000938,2014-04-05,2014-11-22,75069
1010803,2015-05-23,2015-09-26,47630
1012412,2016-05-05,2016-09-29,50265
1000634,2015-05-08,2015-10-16,46808
1002121,2014-06-05,2014-09-04,46342
1008980,2013-05-04,2015-10-31,64040
1000695,2014-05-14,2014-12-13,49423
1008983,2014-05-07,2014-09-24,95023
1000118,2015-04-04,2015-09-26,97213
1010013,2014-05-17,2014-10-25,56341
1000918,2016-01-01,2016-12-31,48842
1010052,2014-09-20,2014-09-21,53033
1000941,2014-06-10,2015-09-08,44907
1000499,2013-03-23,2013-12-28,20653
1004440,2015-04-16,2015-10-22,35401
1005558,2014-05-10,2014-10-25,13077
1007267,2015-05-23,2015-09-30,99603
1008589,2013-07-06,2013-10-26,63383
1009663,2014-05-24,2014-10-11,60430
1009059,2014-06-01,2014-09-30,49640
1008901,2014-05-07,2014-09-03,12090
1012555,2016-05-03,2016-09-27,71801
1000323,2015-06-01,2016-10-01,55343
1012041,2016-06-18,2016-10-29,55343
1004844,2013-04-20,2013-11-02,42240
1002648,2014-06-04,2014-10-29,53032
1003321,2012-05-01,2012-10-31,14843
1003860,2014-03-01,2014-10-09,92101
1010710,2014-01-01,2014-12-31,65483
1002088,2014-06-07,2014-11-29,21207
1011085,2015-04-25,2015-10-31,67740
1012517,2016-01-01,2016-12-31,29306
1005348,2014-05-17,2014-12-20,29306
1012518,2016-06-01,2016-08-17,29306
1008840,2014-06-07,2014-11-01,49747
1012804,2016-01-01,2016-12-31,32776
1011312,2015-06-06,2015-10-10,44236
1005674,2014-05-03,2014-11-15,12534
1002800,2014-06-21,2014-10-25,54016
1012300,2016-06-01,2016-10-05,49426
1001112,2016-01-01,2016-12-31,23235
1006307,2016-06-25,2016-09-24,50548
1011999,2016-05-14,2016-09-24,28078
1005305,2015-06-01,2015-11-15,19140
1010598,2014-05-08,2014-10-30,16652
1003705,2014-01-01,2014-12-31,90255
1001611,2015-05-23,2015-10-10,60142
