FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
1009977,43017,,,,,15:30:00-05:00,18:30:00-05:00,,,,,,,,
1010750,15801,,,,,,,,,,,08:00:00-05:00,11:00:00-05:00,,
1006451,82513,,,,,,,17:00:00-07:00,19:00:00-07:00,,,,,,
1005197,52001,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1004485,52001,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1010872,27708,,,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,
1009697,27704,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1001873,27710,,,16:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1008158,48210,08:00:00-05:00,20:00:00-05:00,08:00:00-05:00,20:00:00-05:00,08:00:00-05:00,20:00:00-05:00,08:00:00-05:00,20:00:00-05:00,08:00:00-05:00,20:00:00-05:00,11:00:00-05:00,20:00:00-05:00,11:00:00-05:00,20:00:00-05:00
1010851,55810,,,,,14:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1012101,11201,,,,,12:00:00-05:00,19:00:00-05:00,,,,,,,,
1002544,55019,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1012250,48131,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
1011190,14048,,,,,09:00:00-05:00,14:00:00-05:00,,,,,,,,
1006793,20036,,,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00
1010629,81301,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1000312,27701,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011986,27701,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1000131,19709,,,,,,,08:30:00-05:00,18:00:00-05:00,08:30:00-05:00,19:00:00-05:00,08:30:00-05:00,16:00:00-05:00,,
1005283,68305,,,,,,,,,,,08:30:00-06:00,12:00:00-06:00,,
1012345,98019,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,
1003849,52040,,,,,,,14:00:00-06:00,17:30:00-06:00,,,,,,
1005953,55121,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,,,
1003212,54521,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00,08:30:00-06:00,13:00:00-06:00
1005727,22936,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1004475,29640,,,17:00:00-05:00,20:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1008056,30316,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
1000807,14052,,,,,07:00:00-05:00,13:00:00-05:00,,,,,07:00:00-05:00,13:00:00-05:00,,
1012686,16507,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
1012086,19966,,,12:00:00-05:00,15:00:00-05:00,,,,,,,,,,
1011673,77003,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1003629,83706,,,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00
1008544,19129,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1002854,19380,,,,,,,15:00:00-05:00,15:00:00-05:00,,,,,,
1012383,11963,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,
1010104,14850,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1010734,90027,,,,,,,15:30:00-08:00,19:30:00-08:00,,,,,,
1010847,49727,,,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,
1002933,30317,,,16:00:00-05:00,20:30:00-05:00,,,,,,,,,,
1006684,35206,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012255,48823,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1002993,90022,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
1008271,90022,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,,,
1001475,61244,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1012615,11207,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
1005342,94303,,,,,12:00:00-08:00,15:00:00-08:00,,,,,,,,
1012717,30344,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1010324,95816,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
1009904,75702,,,07:00:00-06:00,13:00:00-06:00,,,,,,,07:00:00-06:00,13:00:00-06:00,,
1006338,37919,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
1005757,53202,,,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00
1003103,57105,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1003175,36117,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1008871,48207,,,,,,,,,,,06:00:00-05:00,16:00:00-05:00,,
1001624,20003,,,13:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00
1009934,43219,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1009867,18042,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1006929,21224,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,
1000855,48021,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1000127,48215,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
1012730,53703,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1012175,14901,,,,,,,,,14:30:00-05:00,18:00:00-05:00,,,,
1010505,45320,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1012227,48827,,,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,
1001570,54701,,,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,
1010019,90026,,,,,,,,,15:00:00-08:00,19:30:00-08:00,,,,
1006207,10457,,,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,
1008780,60609,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
1012783,27932,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1006326,61107,,,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,
1011540,60660,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1001660,21040,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
1008798,43035,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1008799,43214,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,,,
1012160,98020,,,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00
1000003,48829,,,15:00:00-05:00,18:30:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,,,,
1001298,81632,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1012133,45205,,,,,,,,,,,12:00:00-05:00,15:00:00-05:00,,
1012664,78040,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1012606,71730,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1003777,95762,,,,,,,08:00:00-08:00,12:00:00-08:00,,,,,,
1012369,53713,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,
1008259,79901,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1006755,85714,15:00:00-07:00,17:00:00-07:00,,,,,,,,,,,,
1003582,73036,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1012294,28580,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1004049,36530,,,,,,,,,,,,,,
1005446,49628,,,,,,,08:00:00-05:00,12:30:00-05:00,,,,,,
1008541,65026,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012634,50627,,,,,,,,,16:00:00-06:00,18:00:00-06:00,,,,
1008540,64744,,,,,,,,,,,,,,
1010508,60634,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
1000022,28204,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1006759,61028,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1006377,80107,,,,,,,,,,,08:00:00-07:00,13:00:00-07:00,,
1003711,95758,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
1011922,60007,,,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,
1003303,54739,,,,,,,,,11:00:00-06:00,18:00:00-06:00,,,,
1006151,49629,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,,,
1004603,46516,,,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,
1002009,28621,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1003120,26241,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1000179,89801,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
1004263,29826,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1003732,56026,,,,,,,,,,,09:00:00-06:00,11:00:00-06:00,,
1004362,12428,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1010343,47429,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1009045,49729,,,17:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1006809,54011,,,15:00:00-06:00,18:30:00-06:00,,,,,,,,,,
1005709,16117,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1000089,11373,,,08:00:00-05:00,16:00:00-05:00,,,,,,,,,,
1001666,11003,,,,,,,10:00:00-05:00,18:00:00-05:00,,,,,,
1003826,14222,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1008449,55731,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1000108,52227,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1000107,52227,,,16:00:00-06:00,18:30:00-06:00,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1002052,89301,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,
1010234,99205,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,,,
1002657,18049,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1004268,83617,,,,,15:00:00-07:00,19:00:00-07:00,,,,,09:00:00-07:00,13:00:00-07:00,,
1007710,21727,,,,,,,,,03:00:00-05:00,06:30:00-05:00,,,,
1012567,30322,,,11:00:00-05:00,15:00:00-05:00,,,,,,,,,,
1002769,49630,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1004226,12242,,,,,10:00:00-05:00,14:00:00-05:00,,,10:00:00-05:00,14:00:00-05:00,,,,
1004719,66801,,,,,,,,,,,08:00:00-06:00,11:00:00-06:00,,
1005377,23847,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00,06:00:00-05:00,19:00:00-05:00
1012045,91406,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
1003959,47118,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1012313,59729,16:30:00-07:00,18:30:00-07:00,,,,,,,,,,,,
1012071,75119,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1000175,27278,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1009946,36330,,,07:00:00-06:00,11:00:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,,07:00:00-06:00,11:00:00-06:00,,
1005622,98823,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
1004525,80516,,,,,,,,,,,08:30:00-07:00,13:00:00-07:00,,
1003124,28339,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1011260,84726,,,,,,,,,,,09:00:00-07:00,11:00:00-07:00,,
1002302,92025,,,02:30:00-08:00,18:00:00-08:00,,,,,,,,,,
1006678,87532,10:00:00-07:00,17:00:00-07:00,,,,,,,,,,,,
1000494,60511,,,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,10:00:00-06:00,18:00:00-06:00,,
1005682,51334,,,,,,,,,,,,,,
1012809,85338,,,,,,,,,,,10:00:00-07:00,13:00:00-07:00,,
1011981,44123,,,,,,,,,15:00:00-05:00,18:30:00-05:00,,,,
1010933,66025,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1006618,74432,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012315,59917,,,,,16:00:00-07:00,18:00:00-07:00,,,,,,,,
1006135,89316,,,,,,,16:00:00-08:00,18:00:00-08:00,,,,,,
1000410,72632,,,07:00:00-06:00,12:00:00-06:00,,,07:00:00-06:00,12:00:00-06:00,,,,,,
1008261,30809,,,,,,,16:30:00-05:00,19:00:00-05:00,,,,,,
1002729,50707,,,,,14:30:00-06:00,17:30:00-06:00,,,,,,,,
1003809,53536,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1010195,49631,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1005710,21701,,,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,
1003357,98201,,,,,,,,,,,,,11:00:00-08:00,16:00:00-08:00
1001957,80435,,,10:00:00-07:00,14:00:00-07:00,,,,,,,,,,
1003241,60805,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,,,
1005267,96706,,,,,,,,,09:00:00-10:00,10:00:00-10:00,,,,
1004422,55331,,,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,
1002247,68862,,,,,,,,,17:00:00-06:00,18:30:00-06:00,,,,
1004875,55934,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1012801,30080,,,16:30:00-05:00,19:00:00-05:00,,,,,,,,,,
1001549,65648,,,,,15:00:00-06:00,18:30:00-06:00,,,,,,,,
1000199,99701,16:00:00-09:00,20:00:00-09:00,,,,,,,,,,,,
1012685,30213,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
1008385,94930,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,,,
1008311,22030,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1004130,52556,,,,,15:00:00-06:00,18:00:00-06:00,,,,,08:00:00-06:00,13:00:00-06:00,,
1000051,36532,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
1010944,22206,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1012237,26554,,,16:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1012242,26554,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,
1005320,19130,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1001296,14450,,,,,,,,,,,07:00:00-05:00,12:00:00-05:00,,
1006251,80204,,,,,,,,,,,,,12:00:00-07:00,14:00:00-07:00
1002043,97220,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1010667,60637,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00,,
1011719,60625,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00,,
1010668,60643,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011720,60148,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1011725,60630,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1010670,60067,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1011724,60563,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1010671,60302,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011723,60134,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011726,60302,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011722,60628,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1010666,60004,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1010664,60068,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1011727,60068,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1010665,60657,,,,,,,,,,,,,09:30:00-06:00,13:30:00-06:00
1011218,14608,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,
1011905,14733,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1003364,92028,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,10:00:00-08:00,14:00:00-08:00,,,,
1009705,68521,,,,,,,16:30:00-06:00,20:00:00-06:00,,,,,,
1010174,22046,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010889,57101,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1008076,95945,,,,,,,,,15:00:00-08:00,18:00:00-08:00,,,,
1010059,38138,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1009026,46278,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
1010879,14620,14:00:00-05:00,16:30:00-05:00,,,,,,,,,,,,
1010878,14608,,,,,,,14:00:00-05:00,17:30:00-05:00,,,,,,
1010138,64078,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,
1012724,26260,,,,,,,,,16:00:00-05:00,18:30:00-05:00,,,,
1008078,78259,,,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00
1000173,53189,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
1012326,83864,,,,,15:00:00-08:00,17:30:00-08:00,,,,,09:00:00-08:00,13:00:00-08:00,,
1006075,17036,,,,,,,14:30:00-05:00,18:30:00-05:00,,,,,,
1002522,62906,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1008941,80102,,,,,,,,,,,09:00:00-07:00,14:00:00-07:00,,
1003097,48124,,,,,,,,,09:00:00-05:00,15:00:00-05:00,,,,
1000283,15222,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1011718,99669,,,15:00:00-09:00,18:00:00-09:00,,,,,,,,,,
1010148,54773,,,,,,,,,15:00:00-06:00,18:30:00-06:00,,,,
1012521,22902,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
1011715,58078,15:30:00-06:00,18:30:00-06:00,,,,,15:30:00-06:00,18:30:00-06:00,,,,,,
1001282,50466,,,,,,,,,,,09:00:00-06:00,11:00:00-06:00,,
1011178,20622,,,,,08:00:00-05:00,17:00:00-05:00,,,,,08:00:00-05:00,17:00:00-05:00,,
1008278,28609,,,,,14:00:00-05:00,17:30:00-05:00,,,,,,,,
1006224,19355,,,,,,,11:00:00-05:00,14:00:00-05:00,,,,,,
1008265,94574,,,,,,,,,09:00:00-08:00,13:00:00-08:00,11:00:00-08:00,16:00:00-08:00,11:00:00-08:00,16:00:00-08:00
1012005,21029,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1010202,24368,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
1012767,60540,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
1011102,37013,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1005811,40069,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1001247,46140,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011262,67901,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1010414,27540,,,,,,,,,,,08:30:00-05:00,12:30:00-05:00,,
1002459,67301,,,,,,,,,,,07:30:00-06:00,10:30:00-06:00,,
1005069,29910,,,,,,,14:00:00-05:00,19:00:00-05:00,,,,,,
1007402,53177,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,,,
1005159,65804,,,,,,,16:00:00-06:00,20:00:00-06:00,,,08:00:00-06:00,13:00:00-06:00,,
1011817,84401,,,,,,,,,,,09:00:00-07:00,14:00:00-07:00,,
1010320,77494,,,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00
1001778,50158,,,,,,,16:30:00-06:00,19:00:00-06:00,,,,,,
1011400,83001,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1011157,42728,,,16:30:00-06:00,19:00:00-06:00,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1012341,55912,16:00:00-06:00,18:00:00-06:00,,,,,16:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,12:00:00-06:00,,
1010166,23226,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1012220,48933,,,,,,,10:00:00-05:00,15:00:00-05:00,,,,,,
1012697,17013,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
1010456,92805,,,,,,,,,17:00:00-08:00,21:00:00-08:00,,,,
1010134,88005,,,,,08:30:00-07:00,13:00:00-07:00,,,,,08:30:00-07:00,13:00:00-07:00,,
1011919,43952,,,,,16:30:00-05:00,18:30:00-05:00,,,,,,,,
1005655,62656,,,,,08:00:00-06:00,12:00:00-06:00,,,,,08:00:00-06:00,12:00:00-06:00,,
1010823,28411,,,,,08:00:00-05:00,13:00:00-05:00,,,,,,,,
1004476,21236,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,,,
1004137,38117,,,,,13:00:00-06:00,17:00:00-06:00,,,,,,,,
1001585,21702,,,11:00:00-05:00,13:30:00-05:00,,,,,,,,,,
1000256,14221,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1010802,24523,,,15:00:00-05:00,18:30:00-05:00,,,,,,,,,,
1011395,65020,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1008547,65453,,,,,,,,,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,,
1005486,53951,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1004129,49783,,,,,16:00:00-05:00,18:30:00-05:00,,,,,,,,
1012178,54304,,,,,15:00:00-06:00,20:00:00-06:00,,,,,,,,
1011209,11735,,,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00
1005124,48336,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1001405,63640,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1004131,52626,,,,,,,,,15:30:00-06:00,18:30:00-06:00,,,,
1005213,27028,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1003672,55024,,,,,,,14:30:00-06:00,18:30:00-06:00,,,,,,
1002331,11738,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1010554,17078,,,,,,,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,15:00:00-05:00,,
1012107,23901,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1001884,27828,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
1004715,48622,,,,,,,,,16:00:00-05:00,19:00:00-05:00,09:00:00-05:00,13:00:00-05:00,,
1001187,25901,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1002776,43160,,,,,16:00:00-05:00,19:00:00-05:00,,,,,08:30:00-05:00,12:00:00-05:00,,
1001188,25840,,,,,,,,,,,07:30:00-05:00,11:30:00-05:00,,
1012061,72701,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,14:00:00-06:00,,
1010426,28301,,,,,,,,,,,10:00:00-05:00,18:00:00-05:00,,
1011668,13066,,,,,,,12:00:00-05:00,18:00:00-05:00,,,,,,
1010830,32084,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1012627,27312,,,04:00:00-05:00,18:00:00-05:00,,,,,,,,,,
1008327,77303,,,,,,,,,16:00:00-06:00,21:00:00-06:00,,,,
1011729,21230,,,,,,,,,,,13:30:00-05:00,16:00:00-05:00,,
1005743,98003,,,,,,,,,,,09:00:00-08:00,15:00:00-08:00,,
1010139,98003,,,,,11:00:00-08:00,15:00:00-08:00,,,,,,,,
1003000,54843,12:00:00-06:00,16:00:00-06:00,,,,,,,,,,,,
1005037,15370,,,,,09:30:00-05:00,18:00:00-05:00,,,09:30:00-05:00,18:00:00-05:00,09:30:00-05:00,14:00:00-05:00,,
1010518,33913,12:00:00-05:00,16:00:00-05:00,,,,,,,,,,,,
1005798,63135,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1008552,63135,,,,,,,,,,,09:00:00-06:00,23:30:00-06:00,,
1008226,32034,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1008868,89408,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,,,
1011656,94111,,,10:00:00-08:00,14:00:00-08:00,,,10:00:00-08:00,14:00:00-08:00,,,08:00:00-08:00,14:00:00-08:00,,
1003080,35056,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,,08:00:00-06:00,14:00:00-06:00,,
1012308,12043,,,,,15:00:00-05:00,17:00:00-05:00,,,,,10:00:00-05:00,14:00:00-05:00,,
1007239,54701,,,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00
1012142,98424,,,,,,,,,,,15:00:00-08:00,19:00:00-08:00,,
1010224,49633,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1012599,44882,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010317,62534,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1008135,45202,,,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00
1003146,80922,,,,,,,09:00:00-07:00,15:00:00-07:00,,,,,,
1008116,44118,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1004377,54212,,,,,10:00:00-06:00,14:00:00-06:00,,,,,,,,
1000748,46038,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1005413,53711,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
1005297,19146,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1000048,31750,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
1003782,53012,,,,,,,,,,,09:00:00-06:00,14:00:00-06:00,,
1001752,23504,,,,,,,11:00:00-05:00,19:00:00-05:00,11:00:00-05:00,19:00:00-05:00,09:00:00-05:00,17:00:00-05:00,10:00:00-05:00,15:00:00-05:00
1009722,29115,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,,
1009723,29172,,,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,12:00:00-05:00,18:00:00-05:00
1001768,32136,,,,,,,,,07:00:00-05:00,14:00:00-05:00,07:00:00-05:00,14:00:00-05:00,,
1012843,86001,,,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00
1003846,11901,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1010437,27127,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,10:00:00-05:00,16:00:00-05:00,,
1008024,48502,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,17:00:00-05:00,,
1004709,59833,,,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,
1003116,81226,,,,,,,08:00:00-07:00,13:00:00-07:00,,,,,,
