FMID,zip,mon_start,mon_end,tue_start,tue_end,wed_start,wed_end,thu_start,thu_end,fri_start,fri_end,sat_start,sat_end,sun_start,sun_end
1011506,65079,09:00:00-06:00,17:00:00-06:00,,,,,,,,,,,09:00:00-06:00,16:00:00-06:00
1010528,95610,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00,,
1002647,95670,,,,,,,,,,,08:00:00-08:00,12:00:00-08:00,,
1003549,33143,,,,,,,,,,,09:00:00-05:00,19:00:00-05:00,,
1000105,11220,,,,,,,,,,,08:00:00-05:00,15:00:00-05:00,,
1010112,32311,23:00:00-05:00,14:30:00-05:00,,,,,,,,,,,,
1003821,32940,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1005429,54880,,,,,11:00:00-06:00,14:00:00-06:00,,,,,,,,
1005785,49953,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,15:30:00-05:00,17:30:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,18:00:00-05:00,,,,
1012487,98370,,,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,
1009707,29575,,,10:00:00-05:00,15:00:00-05:00,,,,,,,,,,
1008173,33991,,,02:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1009756,96104,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1011287,54942,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,,,
1008445,97479,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,,,
1002133,95616,,,,,,,10:00:00-08:00,13:00:00-08:00,,,,,,
1002765,49682,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1007379,30024,,,16:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011592,28713,,,17:00:00-05:00,20:00:00-05:00,,,,,09:00:00-05:00,13:00:00-05:00,,,,
1010747,43558,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010222,70119,,,,,,,,,,,,,10:00:00-06:00,16:00:00-06:00
1011728,19081,,,,,,,,,,,09:30:00-05:00,13:30:00-05:00,,
1011955,30075,,,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,
1010943,97386,,,14:00:00-08:00,18:00:00-08:00,,,,,,,,,,
1008363,49444,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1002422,33774,,,,,,,,,,,,,12:00:00-05:00,16:00:00-05:00
1009087,47020,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1000379,21703,,,,,,,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,17:00:00-05:00,12:00:00-05:00,17:00:00-05:00
1004278,35150,,,,,,,,,07:30:00-06:00,13:00:00-06:00,,,,
1010761,46567,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1000372,98406,,,15:00:00-08:00,19:00:00-08:00,,,,,,,,,,
1000374,98402,,,,,,,10:30:00-08:00,16:00:00-08:00,,,,,,
1005554,74464,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1005195,20912,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1006864,97540,,,,,,,,,17:30:00-08:00,20:30:00-08:00,,,,
1005628,74571,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1005599,36078,,,,,,,,,14:00:00-06:00,17:30:00-06:00,,,,
1010488,44278,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1004890,99709,,,,,11:00:00-09:00,16:00:00-09:00,,,,,09:00:00-09:00,16:00:00-09:00,11:00:00-09:00,16:00:00-09:00
1011210,11729,,,,,,,,,,,10:00:00-05:00,15:00:00-05:00,,
1011013,27012,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
1004441,22560,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1001101,10452,,,,,,,,,,,08:00:00-05:00,16:00:00-05:00,,
1001080,27886,,,07:00:00-05:00,10:00:00-05:00,,,,,07:00:00-05:00,10:00:00-05:00,08:00:00-05:00,11:00:00-05:00,,
1011898,15084,,,,,09:00:00-05:00,13:00:00-05:00,,,,,,,,
1007693,10591,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1011997,10591,,,,,,,,,,,08:30:00-05:00,14:00:00-05:00,,
1003459,26292,,,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,
1003458,26287,,,,,09:00:00-05:00,12:00:00-05:00,,,,,,,,
1006280,38668,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,08:00:00-06:00,18:00:00-06:00,,
1003671,25508,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,17:00:00-05:00,,
1000383,25428,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,17:00:00-05:00,10:00:00-05:00,16:00:00-05:00
1011873,29687,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
1006708,40071,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1006709,40071,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1001642,62568,,,,,,,,,,,09:00:00-06:00,12:30:00-06:00,,
1001765,24651,,,15:00:00-05:00,19:00:00-05:00,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011738,29602,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1002735,70560,,,14:30:00-06:00,18:00:00-06:00,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1010236,49286,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1003982,81435,,,,,,,,,10:30:00-07:00,16:00:00-07:00,,,,
1007354,94618,,,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00
1010347,85281,,,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00
1008720,91780,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
1011404,98589,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,
1001625,83422,,,,,,,,,09:00:00-07:00,13:30:00-07:00,,,,
1000016,75501,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,,07:00:00-06:00,13:00:00-06:00,,
1000710,78613,,,,,,,,,,,09:00:00-06:00,13:00:00-06:00,,
1012084,78722,,,,,,,,,,,,,10:00:00-06:00,14:00:00-06:00
1000274,49009,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010472,28723,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1012690,62656,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012276,48742,,,,,,,,,,,09:00:00-05:00,12:30:00-05:00,,
1012657,85007,,,,,,,10:30:00-07:00,13:30:00-07:00,,,,,,
1000574,93534,,,,,,,16:00:00-08:00,21:00:00-08:00,,,,,,
1010358,83701,,,,,,,,,,,09:00:00-07:00,13:00:00-07:00,,
1005799,14212,,,,,,,,,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,,
1002602,48118,,,,,14:00:00-05:00,18:00:00-05:00,,,,,,,,
1000480,29201,,,,,,,12:00:00-05:00,14:00:00-05:00,,,,,,
1010255,23229,,,,,,,,,,,,,11:00:00-05:00,15:00:00-05:00
1010850,72601,,,06:00:00-06:00,12:00:00-06:00,,,16:00:00-06:00,19:00:00-06:00,,,06:00:00-06:00,12:00:00-06:00,,
1004439,27514,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011014,49837,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,,,
1006537,37040,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1003140,44110,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1000229,46765,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1010404,27403,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1008041,30040,,,,,,,,,,,09:30:00-05:00,12:00:00-05:00,,
1003818,97058,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1008326,28036,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010828,72031,,,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,17:00:00-06:00,09:00:00-06:00,16:00:00-06:00,09:00:00-06:00,15:00:00-06:00,,
1008073,44902,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,,,
1003881,28677,,,,,,,15:30:00-05:00,18:00:00-05:00,,,,,,
1009848,28677,,,,,,,04:00:00-05:00,18:30:00-05:00,,,,,,
1010232,89406,,,17:00:00-08:00,20:00:00-08:00,,,,,,,,,,
1011799,45373,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1000328,23226,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1003644,77565,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1010536,37614,,,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,
1010258,20742,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,,,
1011169,32666,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1011397,29928,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
1003392,92618,,,,,,,,,,,,,10:00:00-08:00,14:00:00-08:00
1011028,65473,,,,,,,,,16:30:00-06:00,19:30:00-06:00,,,,
1000826,19930,,,,,08:00:00-05:00,12:00:00-05:00,,,,,,,,
1002090,79064,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,12:00:00-06:00,,
1006158,31024,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1000336,71350,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,15:00:00-06:00,18:00:00-06:00,,,,
1003529,45365,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1011244,89107,,,,,,,09:30:00-08:00,13:30:00-08:00,,,,,,
1012652,31061,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1003842,32926,,,,,,,,,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,,
1002310,35801,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,,
1001776,36744,,,,,,,,,07:00:00-06:00,13:00:00-06:00,,,,
1010827,38901,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1007289,10453,,,,,,,09:00:00-05:00,15:00:00-05:00,,,,,,
1003684,91739,,,,,,,,,10:00:00-08:00,14:00:00-08:00,,,,
1003788,36854,,,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,
1000937,75070,,,,,,,15:00:00-06:00,18:00:00-06:00,,,,,,
1012357,33785,,,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00
1009685,52240,,,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,
1005085,46350,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1008427,40507,,,,,,,,,,,07:00:00-05:00,15:00:00-05:00,,
1003379,40503,,,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00
1008433,40508,,,07:00:00-05:00,16:00:00-05:00,,,07:00:00-05:00,16:00:00-05:00,,,,,,
1005416,68824,,,,,,,,,,,08:00:00-06:00,10:00:00-06:00,,
1012633,53703,,,,,,,,,,,,,08:00:00-06:00,14:00:00-06:00
1005683,32533,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1010745,45342,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1004753,10466,,,,,09:00:00-05:00,17:00:00-05:00,,,,,09:00:00-05:00,17:00:00-05:00,,
1012541,35603,14:00:00-06:00,18:00:00-06:00,,,,,,,,,,,,
1009647,32459,,,,,,,16:00:00-06:00,20:00:00-06:00,,,,,08:00:00-06:00,14:00:00-06:00
1008419,29745,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,,,
1005975,31794,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,09:00:00-05:00,18:00:00-05:00,,
1011764,45402,,,11:00:00-05:00,17:00:00-05:00,11:00:00-05:00,17:00:00-05:00,11:00:00-05:00,17:00:00-05:00,,,,,,
1008742,63130,,,,,,,07:00:00-06:00,18:00:00-06:00,07:00:00-06:00,18:00:00-06:00,07:00:00-06:00,18:00:00-06:00,,
1008728,42501,,,,,,,17:00:00-05:00,20:00:00-05:00,,,,,,
1006754,54481,,,,,10:00:00-06:00,19:00:00-06:00,,,11:00:00-06:00,18:00:00-06:00,09:00:00-06:00,14:00:00-06:00,,
1012307,37902,,,,,11:00:00-05:00,14:00:00-05:00,,,,,09:00:00-05:00,14:00:00-05:00,,
1008429,24301,,,16:00:00-05:00,20:00:00-05:00,,,,,,,,,,
1012771,24301,,,16:00:00-05:00,20:00:00-05:00,,,,,,,,,,
1011497,17327,,,,,,,09:00:00-05:00,17:00:00-05:00,09:00:00-05:00,19:00:00-05:00,08:00:00-05:00,16:00:00-05:00,,
1011599,16838,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1006069,81645,,,,,,,,,,,09:00:00-07:00,14:00:00-07:00,,
1008517,78832,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1005410,92629,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1011059,48375,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1011060,48377,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1002645,99352,,,,,09:00:00-08:00,17:00:00-08:00,09:00:00-08:00,17:00:00-08:00,09:00:00-08:00,17:00:00-08:00,09:00:00-08:00,17:00:00-08:00,14:00:00-08:00,16:00:00-08:00
1012201,98501,,,,,,,10:00:00-08:00,15:00:00-08:00,10:00:00-08:00,15:00:00-08:00,10:00:00-08:00,15:00:00-08:00,10:00:00-08:00,15:00:00-08:00
1004180,23417,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010855,40205,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1010364,32803,,,,,,,,,15:00:00-05:00,19:00:00-05:00,,,,
1003133,39571,,,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00
1012826,33004,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1008386,94954,,,10:00:00-08:00,13:30:00-08:00,,,,,,,,,,
1011630,57103,,,15:00:00-06:00,19:00:00-06:00,,,,,,,08:00:00-06:00,14:00:00-06:00,,
1001457,30285,,,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,10:00:00-05:00,17:00:00-05:00,,
1010800,89501,,,,,,,16:00:00-08:00,21:00:00-08:00,,,,,,
1010494,17562,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1008448,96704,,,,,,,,,,,,,09:00:00-10:00,14:00:00-10:00
1003964,23225,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1000278,61036,,,,,,,,,,,,,07:30:00-06:00,12:30:00-06:00
1010938,80121,,,,,,,,,10:00:00-07:00,14:00:00-07:00,,,,
1005065,30180,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1001866,49684,15:00:00-05:00,18:00:00-05:00,,,,,,,,,,,,
1012156,81130,,,,,,,,,12:00:00-07:00,18:00:00-07:00,,,,
1010798,89509,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1000851,71653,09:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,18:00:00-06:00,,,09:00:00-06:00,18:00:00-06:00,09:00:00-06:00,13:00:00-06:00,,
1008813,32162,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1010413,23453,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00,10:00:00-05:00,18:00:00-05:00
1000429,24531,,,,,,,,,,,07:30:00-05:00,12:00:00-05:00,,
1011757,90014,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
1012554,30295,,,,,15:00:00-05:00,18:00:00-05:00,,,,,,,,
1008152,25704,09:00:00-05:00,19:00:00-05:00,09:00:00-05:00,19:00:00-05:00,09:00:00-05:00,19:00:00-05:00,09:00:00-05:00,19:00:00-05:00,09:00:00-05:00,19:00:00-05:00,08:00:00-05:00,15:00:00-05:00,,
1008215,14527,,,,,,,,,,,08:00:00-05:00,16:30:00-05:00,,
1008826,95695,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1008827,95695,,,04:30:00-08:00,19:00:00-08:00,,,,,,,,,,
1012013,82443,,,,,,,,,,,08:00:00-07:00,11:00:00-07:00,,
1003002,70301,,,,,,,,,,,07:00:00-06:00,11:00:00-06:00,,
1012488,56701,,,15:30:00-06:00,18:00:00-06:00,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1008345,53092,,,08:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1001983,34102,,,,,,,,,,,07:30:00-05:00,11:30:00-05:00,,
1011750,67701,,,,,17:00:00-06:00,19:00:00-06:00,,,,,,,,
1004670,31792,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,,
1008126,59873,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1007777,37179,,,,,14:00:00-06:00,18:00:00-06:00,,,,,,,15:00:00-06:00,18:00:00-06:00
1004600,54771,,,,,12:00:00-06:00,17:00:00-06:00,,,,,,,,
1003833,91301,,,,,,,13:30:00-08:00,18:00:00-08:00,,,,,,
1010102,59752,,,,,,,16:00:00-07:00,19:00:00-07:00,,,,,,
1002633,49128,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1004355,49093,,,,,,,13:00:00-05:00,18:00:00-05:00,,,,,,
1000218,10465,,,,,,,,,,,10:00:00-05:00,17:00:00-05:00,,
1012215,21788,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1012533,94903,,,,,,,08:00:00-08:00,13:00:00-08:00,,,,,,
1012282,94903,,,,,,,08:00:00-08:00,13:00:00-08:00,,,,,,
1001586,12883,,,,,,,,,,,10:00:00-05:00,13:00:00-05:00,,
1002259,97141,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
1009754,38852,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,07:00:00-06:00,19:00:00-06:00,,
1004291,16354,,,09:00:00-05:00,14:00:00-05:00,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1012595,78205,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,,,
1008704,42220,,,,,,,15:00:00-06:00,19:00:00-06:00,,,,,,
1009939,43604,,,,,,,,,,,08:00:00-05:00,14:00:00-05:00,,
1008388,97391,,,,,,,10:00:00-08:00,15:00:00-08:00,,,,,,
1007370,54660,,,,,12:00:00-06:00,17:00:00-06:00,,,,,,,,
1003076,54487,,,09:00:00-06:00,13:00:00-06:00,,,,,,,,,,
1003812,54487,,,,,,,07:30:00-06:00,13:00:00-06:00,,,,,,
1000078,10009,,,,,,,,,,,,,09:00:00-05:00,18:00:00-05:00
1006481,90501,,,08:00:00-08:00,13:00:00-08:00,,,,,,,08:00:00-08:00,13:00:00-08:00,,
1010207,82240,,,,,,,,,,,07:30:00-07:00,10:30:00-07:00,,
1010205,82240,,,,,,,15:00:00-07:00,20:00:00-07:00,,,,,,
1010784,53213,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1008394,93728,,,07:00:00-08:00,14:30:00-08:00,,,07:00:00-08:00,14:30:00-08:00,,,07:00:00-08:00,14:30:00-08:00,,
1003993,63110,,,,,,,,,,,08:30:00-06:00,12:30:00-06:00,,
1002152,32060,,,08:00:00-05:00,12:00:00-05:00,,,,,12:00:00-05:00,18:00:00-05:00,,,,
1008108,95762,,,,,,,,,,,,,08:00:00-08:00,13:00:00-08:00
1003960,47118,,,,,,,,,,,08:30:00-05:00,13:00:00-05:00,,
1005639,71033,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1001804,24558,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,
1010794,27840,,,,,,,,,,,10:00:00-05:00,14:00:00-05:00,,
1003415,29072,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1005589,32073,,,,,,,,,,,,,11:00:00-05:00,16:00:00-05:00
1008198,14094,,,,,,,15:00:00-05:00,19:30:00-05:00,,,,,,
1012096,37692,,,,,,,,,08:00:00-05:00,13:00:00-05:00,,,,
1000563,23181,,,,,,,,,,,08:30:00-05:00,12:00:00-05:00,,
1000411,30546,,,,,,,,,17:30:00-05:00,19:30:00-05:00,09:00:00-05:00,13:00:00-05:00,,
1004998,21204,,,,,,,11:00:00-05:00,15:00:00-05:00,,,,,,
1001984,28712,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1006729,29690,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1010767,49615,08:30:00-05:00,14:30:00-05:00,08:30:00-05:00,14:30:00-05:00,08:30:00-05:00,14:30:00-05:00,08:30:00-05:00,14:30:00-05:00,08:30:00-05:00,14:30:00-05:00,,,,
1003074,44113,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,,,
1003213,30752,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1005287,13354,,,,,,,,,,,09:00:00-05:00,13:00:00-05:00,,
1000079,10007,,,,,08:00:00-05:00,15:00:00-05:00,,,,,08:00:00-05:00,15:00:00-05:00,,
1011604,23223,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,
1004959,85383,,,,,,,,,,,10:00:00-07:00,14:00:00-07:00,,
1012217,81082,,,,,,,,,,,08:00:00-07:00,12:00:00-07:00,,
1005385,61265,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1004157,52722,15:00:00-06:00,18:00:00-06:00,,,,,,,,,,,,
1011543,60628,,,,,,,,,,,08:00:00-06:00,13:00:00-06:00,,
1002713,64110,,,,,,,,,17:00:00-06:00,20:00:00-06:00,08:00:00-06:00,14:00:00-06:00,,
1012290,59874,,,,,16:00:00-07:00,18:00:00-07:00,,,,,,,,
1002041,97060,,,,,,,,,,,10:00:00-08:00,15:00:00-08:00,,
1006170,12180,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1004946,12180,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1002618,14886,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1009678,28782,,,,,,,16:00:00-05:00,18:00:00-05:00,,,,,,
1001439,19933,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,08:00:00-05:00,17:00:00-05:00,09:00:00-05:00,15:00:00-05:00
1006642,97062,,,,,,,,,16:00:00-08:00,20:00:00-08:00,,,,
1005006,30084,,,,,,,16:00:00-05:00,20:00:00-05:00,,,,,,
1000080,10023,,,,,,,08:00:00-05:00,17:00:00-05:00,,,08:00:00-05:00,17:00:00-05:00,,
1004552,21214,,,16:00:00-05:00,20:00:00-05:00,,,,,,,,,,
1002896,88352,,,,,,,,,,,07:30:00-07:00,22:30:00-07:00,,
1009826,71479,17:00:00-06:00,19:00:00-06:00,,,,,07:00:00-06:00,11:00:00-06:00,,,,,,
1001509,97641,,,,,,,,,11:00:00-08:00,17:00:00-08:00,,,,
1003600,98512,,,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,
1003637,38801,,,15:00:00-06:00,18:00:00-06:00,,,06:00:00-06:00,12:00:00-06:00,,,06:00:00-06:00,12:00:00-06:00,,
1012240,12986,,,,,,,10:00:00-05:00,14:00:00-05:00,,,,,,
1000113,35476,,,06:00:00-06:00,12:00:00-06:00,,,,,,,06:00:00-06:00,12:00:00-06:00,,
1008842,35401,,,,,,,,,,,07:00:00-06:00,12:00:00-06:00,,
1002365,44622,,,,,15:00:00-05:00,19:00:00-05:00,,,,,,,,
1008091,92780,,,,,09:00:00-08:00,13:00:00-08:00,,,,,,,,
1006350,99610,,,,,,,,,,,12:00:00-09:00,15:00:00-09:00,,
1000670,10987,,,,,,,,,,,09:00:00-05:00,14:00:00-05:00,,
1001563,85308,,,,,16:00:00-07:00,19:00:00-07:00,,,,,,,,
1012573,59754,,,,,,,,,,,09:00:00-07:00,12:00:00-07:00,,
1005493,61081,,,,,,,,,,,08:00:00-06:00,12:00:00-06:00,,
1012025,61081,,,16:00:00-06:00,19:00:00-06:00,,,,,,,,,,
1004063,58075,,,,,,,16:00:00-06:00,19:00:00-06:00,,,,,,
1010594,62942,,,,,,,,,,,09:00:00-06:00,12:00:00-06:00,,
1008900,26149,,,,,,,,,,,09:00:00-05:00,12:00:00-05:00,,
1006371,39667,,,08:00:00-06:00,13:00:00-06:00,,,,,,,,,,
1000689,35233,,,,,,,,,11:00:00-06:00,14:00:00-06:00,,,,
1002134,95616,,,,,10:00:00-08:00,13:30:00-08:00,,,,,,,,
1000902,92093,,,10:00:00-08:00,14:00:00-08:00,,,,,,,,,,
1001001,41339,,,08:00:00-05:00,18:00:00-05:00,,,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,14:00:00-05:00,,
1006826,95482,,,,,,,,,,,09:00:00-08:00,12:00:00-08:00,,
1006114,97882,,,,,,,16:00:00-08:00,19:30:00-08:00,,,,,,
1001394,55812,,,,,12:00:00-06:00,16:00:00-06:00,,,,,,,,
1004732,97470,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1001252,13849,,,,,,,,,,,08:00:00-05:00,17:00:00-05:00,,
1006601,94587,,,,,,,,,,,09:00:00-08:00,13:00:00-08:00,,
1011292,28110,,,10:00:00-05:00,16:00:00-05:00,,,10:00:00-05:00,16:00:00-05:00,,,08:00:00-05:00,14:00:00-05:00,,
1002213,32054,,,,,,,,,,,08:00:00-05:00,12:00:00-05:00,,
1001540,30512,,,15:00:00-05:00,19:00:00-05:00,,,,,08:00:00-05:00,13:00:00-05:00,07:00:00-05:00,13:00:00-05:00,,
1011783,43344,15:00:00-05:00,19:00:00-05:00,,,,,,,,,,,,
1010032,37807,,,,,,,,,16:00:00-05:00,19:00:00-05:00,,,,
1000081,10003,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,,,08:00:00-05:00,18:00:00-05:00,08:00:00-05:00,18:00:00-05:00,,
1000548,32601,,,,,16:00:00-05:00,19:00:00-05:00,,,,,,,,
1006408,50701,,,,,,,15:30:00-06:00,18:00:00-06:00,,,,,,
1003753,14214,,,,,,,,,,,,,08:00:00-05:00,13:00:00-05:00
1004170,98105,,,,,,,,,,,09:00:00-08:00,14:00:00-08:00,,
1001808,21201,,,10:00:00-05:00,14:00:00-05:00,,,,,,,,,,
